,Zeit,\\DJ-TESLA\Arbeitsspeicher\Zugesicherte verwendete Bytes (%),\\DJ-TESLA\Auslagerungsdatei(\??\C:\pagefile.sys)\Belegung (%),\\DJ-TESLA\Auslagerungsdatei(_Total)\Belegung (%),\\DJ-TESLA\Netzwerkadapter(Microsoft Kernel Debug Network Adapter)\Bytes gesendet/s,\\DJ-TESLA\Netzwerkadapter(Intel[R] Ethernet Connection I217-LM)\Bytes gesendet/s,\\DJ-TESLA\Netzwerkadapter(WAN Miniport [IP])\Bytes gesendet/s,\\DJ-TESLA\Netzwerkadapter(WAN Miniport [IPv6])\Bytes gesendet/s,\\DJ-TESLA\Netzwerkadapter(WAN Miniport [Network Monitor])\Bytes gesendet/s,\\DJ-TESLA\Netzwerkadapter(Teredo Tunneling Pseudo-Interface)\Bytes gesendet/s,\\DJ-TESLA\Netzwerkadapter(Microsoft IP-HTTPS Platform Interface)\Bytes gesendet/s,\\DJ-TESLA\Netzwerkadapter(6to4 Adapter)\Bytes gesendet/s,\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 1)\Bytes gesendet/s,\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 2)\Bytes gesendet/s,\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 3)\Bytes gesendet/s,\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 4)\Bytes gesendet/s,\\DJ-TESLA\Netzwerkadapter(Microsoft Kernel Debug Network Adapter)\Empfangene Bytes/s,\\DJ-TESLA\Netzwerkadapter(Intel[R] Ethernet Connection I217-LM)\Empfangene Bytes/s,\\DJ-TESLA\Netzwerkadapter(WAN Miniport [IP])\Empfangene Bytes/s,\\DJ-TESLA\Netzwerkadapter(WAN Miniport [IPv6])\Empfangene Bytes/s,\\DJ-TESLA\Netzwerkadapter(WAN Miniport [Network Monitor])\Empfangene Bytes/s,\\DJ-TESLA\Netzwerkadapter(Teredo Tunneling Pseudo-Interface)\Empfangene Bytes/s,\\DJ-TESLA\Netzwerkadapter(Microsoft IP-HTTPS Platform Interface)\Empfangene Bytes/s,\\DJ-TESLA\Netzwerkadapter(6to4 Adapter)\Empfangene Bytes/s,\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 1)\Empfangene Bytes/s,\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 2)\Empfangene Bytes/s,\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 3)\Empfangene Bytes/s,\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 4)\Empfangene Bytes/s,\\DJ-TESLA\Netzwerkschnittstelle(Intel[R] Ethernet Connection I217-LM)\Bytes gesendet/s,\\DJ-TESLA\Netzwerkschnittstelle(Intel[R] Ethernet Connection I217-LM)\Empfangene Bytes/s,\\DJ-TESLA\Physikalischer Datentr�ger(0 C:)\Bytes gelesen/s,\\DJ-TESLA\Physikalischer Datentr�ger(_Total)\Bytes gelesen/s,\\DJ-TESLA\Physikalischer Datentr�ger(0 C:)\Bytes geschrieben/s,\\DJ-TESLA\Physikalischer Datentraeger(_Total)\Bytes geschrieben/s,\\DJ-TESLA\Prozessor(0)\Prozessorzeit (%),\\DJ-TESLA\Prozessor(1)\Prozessorzeit (%),\\DJ-TESLA\Prozessor(2)\Prozessorzeit (%),\\DJ-TESLA\Prozessor(3)\Prozessorzeit (%),\\DJ-TESLA\Prozessor(_Total)\Prozessorzeit (%),\\DJ-TESLA\GPU Process Memory(pid_1060_luid_0x00000000_0x00008CDA_phys_0)\Total Committed,\\DJ-TESLA\GPU Process Memory(pid_1060_luid_0x00000000_0x00008FF9_phys_0)\Total Committed,\\DJ-TESLA\GPU Process Memory(pid_1112_luid_0x00000000_0x00008CDA_phys_0)\Total Committed,\\DJ-TESLA\GPU Process Memory(pid_3612_luid_0x00000000_0x00008CDA_phys_0)\Total Committed,\\DJ-TESLA\GPU Process Memory(pid_4272_luid_0x00000000_0x00008CDA_phys_0)\Total Committed,\\DJ-TESLA\GPU Process Memory(pid_4272_luid_0x00000000_0x00008FF9_phys_0)\Total Committed,\\DJ-TESLA\GPU Process Memory(pid_4_luid_0x00000000_0x00008CDA_phys_0)\Total Committed,\\DJ-TESLA\GPU Process Memory(pid_4_luid_0x00000000_0x00008FF9_phys_0)\Total Committed,\\DJ-TESLA\GPU Process Memory(pid_4_luid_0x00000000_0x0000903A_phys_0)\Total Committed,\\DJ-TESLA\GPU Process Memory(pid_5580_luid_0x00000000_0x00008CDA_phys_0)\Total Committed,\\DJ-TESLA\GPU Process Memory(pid_5580_luid_0x00000000_0x00008FF9_phys_0)\Total Committed,\\DJ-TESLA\GPU Process Memory(pid_5748_luid_0x00000000_0x00008CDA_phys_0)\Total Committed,\\DJ-TESLA\GPU Process Memory(pid_6440_luid_0x00000000_0x00008CDA_phys_0)\Total Committed,\\DJ-TESLA\GPU Process Memory(pid_6440_luid_0x00000000_0x00008FF9_phys_0)\Total Committed,\\DJ-TESLA\GPU Process Memory(pid_860_luid_0x00000000_0x00008CDA_phys_0)\Total Committed,\\DJ-TESLA\GPU Process Memory(pid_8828_luid_0x00000000_0x00008FF9_phys_0)\Total Committed,\\DJ-TESLA\GPU Process Memory(pid_8832_luid_0x00000000_0x00008CDA_phys_0)\Total Committed,\\DJ-TESLA\GPU Process Memory(pid_9204_luid_0x00000000_0x00008CDA_phys_0)\Total Committed,\\DJ-TESLA\GPU Process Memory(pid_9204_luid_0x00000000_0x00008FF9_phys_0)\Total Committed,\\DJ-TESLA\GPU Process Memory(pid_9212_luid_0x00000000_0x00008FF9_phys_0)\Total Committed,Wert 1-avg[W],startstop
964,18:06:45,23.54221123353164,0,0,0,0,0,0,0,0,0,0, , , , ,0,1253.2097873183970478,0,0,0,0,0,0, , , , ,0,1253.2097873183970478,0,0,139287.31669681504718,139287.31669681504718,0,1.5556876535856245525,0,1.5556876535856245525,0.77438358734424062035,64958464,2277376,2306048,4718592,23109632,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,31.82436,runtime
965,18:06:46,23.54221123353164,0,0,0,0,0,0,0,0,0,0, , , , ,0,452.00284761794000588,0,0,0,0,0,0, , , , ,0,452.00284761794000588,0,0,53248.335464513424085,53248.335464513424085,1.5556581182392226204,0,0,1.5556581182392226204,0.77435381759032306803,64958464,2277376,2306048,4718592,23109632,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,32.129853,runtime
966,18:06:47,23.54221123353164,0,0,0,0,0,0,0,0,0,0, , , , ,0,452.04371262701101841,0,0,0,0,0,0, , , , ,0,452.04371262701101841,0,0,12289.188364514848217,12289.188364514848217,0,1.555835330051846821,0,3.1184411184637217396,1.1651788826103515184,64958464,2277376,2306048,4718592,23109632,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,32.17275,runtime
967,18:06:48,23.54221123353164,0,0,0,0,0,0,0,0,0,0, , , , ,0,260.02660072125377155,0,0,0,0,0,0, , , , ,0,260.02660072125377155,0,0,12289.257191010639872,12289.257191010639872,0,1.5556778084721223365,0,3.1182860972265413757,1.1650307366300460821,64958464,2277376,2306048,4718592,23109632,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,31.647558,runtime
968,18:06:49,23.538713116091376,0,0,0,0,0,0,0,0,0,0, , , , ,0,1668.1069256539344678,0,0,0,0,0,0, , , , ,0,1668.1069256539344678,0,0,12288.787711292294262,12288.787711292294262,3.1184604960834860776,1.5558550202138698992,1.5558550202138698992,1.5558550202138698992,1.9465013888437465717,64958464,2277376,2306048,4718592,23109632,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,31.647558,runtime
969,18:06:50,23.538379958723294,0,0,0,0,0,0,0,0,0,0, , , , ,0,132.00475217107816661,0,0,0,0,0,0, , , , ,0,132.00475217107816661,0,0,8192.2949226172149793,8192.2949226172149793,4.680932516250368991,0,1.5557171889143184274,1.5557171889143184274,1.9463741051758520761,64958464,2277376,2306048,4718592,23109632,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,31.689981,runtime
970,18:06:51,23.53767201386804,0,0,0,0,0,0,0,0,0,0, , , , ,0,1988.0870782140259507,0,0,0,0,0,0, , , , ,0,1988.0870782140259507,0,0,12288.538237974824369,12288.538237974824369,1.555599047493227971,1.555599047493227971,0,3.1182085864219111215,1.555599047493227971,64958464,2277376,2306048,4718592,23109632,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,31.82436,runtime
971,18:06:52,23.533965675983104,0,0,0,0,0,0,0,0,0,0, , , , ,0,580.04048682598045161,0,0,0,0,0,0, , , , ,0,580.04048682598045161,0,0,8192.5718415145383915,8192.5718415145383915,1.5558156398819522614,0,0,3.1184217408362080448,1.1651591143038597664,64958464,2277376,2306048,4718592,23109632,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,32.258544,runtime
972,18:06:53,23.533715802136275,0,0,0,0,0,0,0,0,0,0, , , , ,0,1348.0393627493922395,0,0,0,0,0,0, , , , ,0,1348.0393627493922395,0,0,8192.2392133850298706,8192.2392133850298706,1.5558156398819522614,0,0,6.2436339427447080652,1.9464721654600336542,64958464,2277376,2306048,4718592,23109632,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,31.82436,runtime
973,18:06:54,23.533715802136275,0,0,0,0,0,0,0,0,0,0, , , , ,0,1860.31178825571169,0,0,0,0,0,0, , , , ,0,1860.31178825571169,0,0,8193.3732093498874747,8193.3732093498874747,0,0,0,0,0,64958464,2277376,2306048,4718592,23109632,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,31.7817,runtime
974,18:06:55,23.532882920357604,0,0,0,0,0,0,0,0,0,0, , , , ,0,132.00834292727302,0,0,0,0,0,0, , , , ,0,132.00834292727302,0,0,8192.517767122883015,8192.517767122883015,6.243549556209471163,1.5557270340199380598,0,1.5557270340199380598,2.3370307877181972778,64958464,2277376,2306048,4718592,23109632,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,31.82436,runtime
975,18:06:56,23.961152560999885,0,0,0,0,0,0,0,0,0,0, , , , ,0,452.12863059540438826,0,0,0,0,0,0, , , , ,0,452.12863059540438826,0,0,151082.9831086944323,151082.9831086944323,4.6751077640093230414,1.5497014611899562198,6.2378109154190060082,0,3.1124046125996396306,64958464,2277376,2306048,4718592,64528384,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,31.562712,runtime
976,18:06:57,24.135642015406777,0,0,0,0,0,0,0,0,0,0, , , , ,0,131.98177331710490989,0,0,0,0,0,0, , , , ,0,131.98177331710490989,0,0,16381.737682026112452,16381.737682026112452,1.5617912448969595296,3.1243024949779596433,1.5617912448969595296,1.5617912448969595296,1.9524140573812132082,64958464,2277376,2306048,4718592,23121920,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,32.56617,runtime
977,18:06:58,24.1324770553346,0,0,0,0,0,0,0,0,0,0, , , , ,0,1859.991444039357475,0,0,0,0,0,0, , , , ,0,1859.991444039357475,0,0,24575.88695092002672,24575.88695092002672,0,1.5557368791235925976,0,0,0.38378636612335093048,64958464,2277376,2306048,4718592,23121920,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,31.689981,runtime
978,18:06:59,24.1324770553346,0,0,0,0,0,0,0,0,0,0, , , , ,0,132.01404629452574113,0,0,0,0,0,0, , , , ,0,132.01404629452574113,77832.28135473614384,77832.28135473614384,12289.307582326759075,12289.307582326759075,1.5557270340199380598,1.5557270340199380598,0,1.5557270340199380598,1.165070156826786274,64958464,2277376,2306048,4718592,23121920,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,32.071788,runtime
979,18:07:00,23.89481324327523,0,0,0,0,0,0,0,0,0,0, , , , ,0,280.0101923710022902,0,0,0,0,0,0, , , , ,0,280.0101923710022902,343052.48711053084116,343052.48711053084116,1389106.563478910597,1389106.563478910597,6.2435776850714219677,3.1183636079071375136,1.5557565693249952865,1.5557565693249952865,3.1183636079071375136,64958464,2277376,2306048,4718592,23121920,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,32.815328,runtime
980,18:07:01,23.893813771170983,0,0,0,0,0,0,0,0,0,0, , , , ,0,1860.223040742584999,0,0,0,0,0,0, , , , ,0,1860.223040742584999,0,0,69640.34987795035704,69640.34987795035704,4.6811041020852535155,0,1.5558944005142794076,0,1.5558944005142794076,64958464,2277376,2306048,4718592,23121920,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,32.037,runtime
981,18:07:02,23.89310582631573,0,0,0,0,0,0,0,0,0,0, , , , ,0,131.99036470337665605,0,0,0,0,0,0, , , , ,0,131.99036470337665605,0,0,12287.103041477972511,12287.103041477972511,1.5669294881730300162,0.0044997975091165542949,0.0044997975091165542949,0.0044997975091165542949,0.39511221995010004093,64958464,2277376,2306048,4718592,23121920,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,31.69008,runtime
982,18:07:03,23.292928660123824,0,0,0,0,0,0,0,0,0,0, , , , ,0,132.00910862849536898,0,0,0,0,0,0, , , , ,0,132.00910862849536898,0,0,8192.5652870048033947,8192.5652870048033947,1.5555596669565185941,1.5555596669565185941,0,1.5555596669565185941,1.1649021255998537328,64958464,2277376,2306048,4718592,23121920,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,31.6476,runtime
983,18:07:04,23.2898053534538,0,0,0,0,0,0,0,0,0,0, , , , ,0,132.00879178553290672,0,0,0,0,0,0, , , , ,0,132.00879178553290672,0,0,12288.818435307792242,12288.818435307792242,0,0,4.6811422321868860763,1.5559337807831807865,1.5559337807831807865,64958464,2277376,2306048,4718592,23121920,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,31.69008,runtime
984,18:07:05,23.2898053534538,0,0,0,0,0,0,0,0,0,0, , , , ,0,132.00001320000131955,0,0,0,0,0,0, , , , ,0,132.00001320000131955,0,0,8192.0008192000823328,8192.0008192000823328,3.1183442302486152897,0,1.5557368791235925976,3.1183442302486152897,1.9463937172483736227,64958464,2277376,2306048,4718592,23121920,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,31.556268,runtime
985,18:07:06,23.2898053534538,0,0,0,0,0,0,0,0,0,0, , , , ,0,132.01629081028599444,0,0,0,0,0,0, , , , ,0,132.01629081028599444,0,0,12289.516526339350094,12289.516526339350094,3.1183442302486152897,0,0,1.5557368791235925976,1.1650800409988115725,64958464,2277376,2306048,4718592,23121920,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,32.037,runtime
986,18:07:07,23.2898053534538,0,0,0,0,0,0,0,0,0,0, , , , ,0,228.0074786452995852,0,0,0,0,0,0, , , , ,0,228.0074786452995852,0,0,8192.2687064135716355,8192.2687064135716355,6.243549556209471163,0,1.5557270340199380598,3.1183345414164453935,2.7276876649113490636,64958464,2277376,2306048,4718592,23121920,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,31.556268,runtime
987,18:07:08,23.2898053534538,0,0,0,0,0,0,0,0,0,0, , , , ,0,228.02077269239228485,0,0,0,0,0,0, , , , ,0,228.02077269239228485,0,0,8192.7463591933228599,8192.7463591933228599,1.5557762595185264942,0,1.5557762595185264942,3.1183829855579103807,1.5557762595185264942,64958464,2277376,2306048,4718592,23121920,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,31.73256,runtime
988,18:07:09,23.2898053534538,0,0,0,0,0,0,0,0,0,0, , , , ,0,228.02236899439833451,0,0,0,0,0,0, , , , ,0,228.02236899439833451,0,0,8192.8037140443484532,8192.8037140443484532,0,0,1.5559534709058131519,1.5559534709058131519,0.77465151432569712142,64958464,2277376,2306048,4718592,23121920,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,31.77504,runtime
989,18:07:10,23.289555479606975,0,0,0,0,0,0,0,0,0,0, , , , ,0,132.00929345425919337,0,0,0,0,0,0, , , , ,0,132.00929345425919337,0,0,12288.865136105581769,12288.865136105581769,1.5554809057885865542,1.5554809057885865542,1.5554809057885865542,4.6807037341762498528,2.3367866128854997143,64958464,2277376,2306048,4718592,23121920,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,31.73256,runtime
990,18:07:11,23.289555479606975,0,0,0,0,0,0,0,0,0,0, , , , ,0,132.00912183031849167,0,0,0,0,0,0, , , , ,0,132.00912183031849167,0,0,61444.245797384603065,61444.245797384603065,3.1184701848904650134,1.555864865291922694,0,0,1.1652085350552621179,64958464,2277376,2306048,4718592,23121920,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,32.299904,runtime
991,18:07:12,23.289555479606975,0,0,0,0,0,0,0,0,0,0, , , , ,0,132.00167642129054002,0,0,0,0,0,0, , , , ,0,132.00167642129054002,0,0,12288.15605958195556,12288.15605958195556,6.2432870193505856093,0,0,1.5554513703181171991,1.9461093414288477277,64958464,2277376,2306048,4718592,23121920,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,31.514024,runtime
992,18:07:13,23.289555479606975,0,0,0,0,0,0,0,0,0,0, , , , ,0,132.01192067643708583,0,0,0,0,0,0, , , , ,0,132.01192067643708583,0,0,110601.98735945855151,110601.98735945855151,3.11852831769162675,1.5559239357189058595,1.5559239357189058595,0,1.5559239357189058595,64958464,2277376,2306048,4718592,23109632,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,31.73256,runtime
993,18:07:14,23.289555479606975,0,0,0,0,0,0,0,0,0,0, , , , ,0,1668.0682239903612754,0,0,0,0,0,0, , , , ,0,1668.0682239903612754,0,0,8192.3350665042198671,8192.3350665042198671,1.5557664144227434377,0,1.5557664144227434377,1.5557664144227434377,1.1651096935030302859,64958464,2277376,2306048,4718592,23109632,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,31.77504,runtime
994,18:07:15,23.289555479606975,0,0,0,0,0,0,0,0,0,0, , , , ,0,357.04498766844619695,0,0,0,0,0,0, , , , ,0,357.04498766844619695,0,0,12289.548483108870641,12289.548483108870641,0,0,3.1183248525823437092,4.680932516250368991,1.9463741051758520761,64958464,2277376,2306048,4718592,23109632,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,31.73256,runtime
995,18:07:16,23.289555479606975,0,0,0,0,0,0,0,0,0,0, , , , ,0,1668.1231074853324117,0,0,0,0,0,0, , , , ,0,1668.1231074853324117,0,0,53251.92999243344093,53251.92999243344093,0,0,1.5558156398819522614,0,0.38385606382673742587,64958464,2277376,2306048,4718592,23109632,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,31.81752,runtime
996,18:07:17,23.289055755196383,0,0,0,0,0,0,0,0,0,0, , , , ,0,132.00728680223147649,0,0,0,0,0,0, , , , ,0,132.00728680223147649,0,0,8192.4522233627303649,8192.4522233627303649,1.5560814565109604146,0,1.5560814565109604146,1.5560814565109604146,1.1654359864263108548,64958464,2277376,2306048,4718592,23109632,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,31.77504,runtime
997,18:07:18,23.28880588134956,0,0,0,0,0,0,0,0,0,0, , , , ,0,132.00196682930575776,0,0,0,0,0,0, , , , ,0,132.00196682930575776,0,0,8192.1220626187332527,8192.1220626187332527,0,1.5553627638003719724,0,1.5553627638003719724,0.77405611906863347471,64958464,2277376,2306048,4718592,23109632,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,31.73256,runtime
998,18:07:19,23.26898321585473,0,0,0,0,0,0,0,0,0,0, , , , ,0,131.96849911926022969,0,0,0,0,0,0, , , , ,0,131.96849911926022969,0,0,8190.0450362498477261,8190.0450362498477261,0,1.5558057947940406862,0,3.118412052019536862,1.1651492301476551461,64958464,2277376,2306048,4718592,23109632,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,31.47178,runtime
999,18:07:20,23.26848349144414,0,0,0,0,0,0,0,0,0,0, , , , ,0,1668.7432582472233662,0,0,0,0,0,0, , , , ,0,1668.7432582472233662,0,0,16391.300685325244558,16391.300685325244558,0,0,0,0,0,64958464,2277376,2306048,4718592,23109632,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,31.514024,runtime
1000,18:07:21,23.26848349144414,0,0,0,0,0,0,0,0,0,0, , , , ,0,324.00116640419906844,0,0,0,0,0,0, , , , ,0,324.00116640419906844,0,0,12288.044236959252885,12288.044236959252885,0,1.5558156398819522614,0,1.5558156398819522614,0.77451258940481881865,64958464,2277376,2306048,4718592,23109632,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,32.037,runtime
1001,18:07:22,23.26827527099947,0,0,0,0,0,0,0,0,0,0, , , , ,0,228.02396531875498908,0,0,0,0,0,0, , , , ,0,228.02396531875498908,0,0,8192.8610696984251263,8192.8610696984251263,1.5556778084721223365,1.5556778084721223365,0,3.1182860972265413757,1.5556778084721223365,64958464,2277376,2306048,4718592,23109632,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,31.598512,runtime
1002,18:07:23,23.26827527099947,0,0,0,0,0,0,0,0,0,0, , , , ,0,1668.1531364579268484,0,0,0,0,0,0, , , , ,0,1668.1531364579268484,0,0,8192.7520946422882844,8192.7520946422882844,3.1181504532370452054,1.5555399766763455816,1.5555399766763455816,1.5555399766763455816,1.9461975961700517246,64958464,2277376,2306048,4718592,23109632,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,31.86,runtime
1003,18:07:24,23.26827527099947,0,0,0,0,0,0,0,0,0,0, , , , ,0,132.00653432344901717,0,0,0,0,0,0, , , , ,0,132.00653432344901717,0,0,12288.608286110162226,12288.608286110162226,3.1185476952765078806,1.5559436258454795166,0,0,1.16528760815470811,64958464,2277376,2306048,4718592,23109632,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,31.73256,runtime
1004,18:07:25,23.268025397152645,0,0,0,0,0,0,0,0,0,0, , , , ,0,132.01120775153810882,0,0,0,0,0,0, , , , ,0,132.01120775153810882,0,0,8192.6955598530312272,8192.6955598530312272,3.1184992512997666836,1.5558944005142794076,1.5558944005142794076,1.5558944005142794076,1.9465506135461718706,64958464,2277376,2306048,4718592,23109632,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,31.73256,runtime
1005,18:07:26,23.267525672742057,0,0,0,0,0,0,0,0,0,0, , , , ,0,132.00187442661686532,0,0,0,0,0,0, , , , ,0,132.00187442661686532,0,0,57344.814296363008907,57344.814296363008907,4.6807990601739346559,1.5555793572288090232,1.5555793572288090232,0,1.946226819745433545,64958464,2277376,2306048,4718592,23109632,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,31.81752,runtime
1006,18:07:27,23.26677607448464,0,0,0,0,0,0,0,0,0,0, , , , ,0,132.01763755637753661,0,0,0,0,0,0, , , , ,0,132.01763755637753661,0,0,32772.378389752870135,32772.378389752870135,4.6809611139324136531,1.5557467242252820405,0,1.5557467242252820405,1.9464035232816923049,64958464,2277376,2306048,4718592,23109632,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,31.69008,runtime
1007,18:07:28,23.266276326790983,0,0,0,0,0,0,0,0,0,0, , , , ,0,132.00279845932735157,0,0,0,0,0,0, , , , ,0,132.00279845932735157,0,0,8192.1736740818905673,8192.1736740818905673,0,0,0,0,0,64958464,2277376,2306048,4718592,23109632,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,,runtime
1008,18:07:29,23.266276326790983,0,0,0,0,0,0,0,0,0,0, , , , ,0,131.98944084473239968,0,0,0,0,0,0, , , , ,0,131.98944084473239968,0,0,64506.839452843763866,64506.839452843763866,3.1360231205688759992,0.011378705103359809669,0.011378705103359809669,1.5737009128361179044,1.1831153614718648015,64958464,2277376,2306048,4718592,23109632,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,31.69008,runtime
1009,18:07:30,23.266276326790983,0,0,0,0,0,0,0,0,0,0, , , , ,0,132.0132409280651018,0,0,0,0,0,0, , , , ,0,132.0132409280651018,65542.57392016419908,65542.57392016419908,8192.821740020524885,8192.821740020524885,3.1183636079071375136,14.056612877982143317,7.806184723653575297,1.5557565693249952865,6.6342344450594836758,64958464,2277376,2306048,4718592,23109632,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,32.434188,runtime
1010,18:07:31,23.265943192705965,0,0,0,0,0,0,0,0,0,0, , , , ,0,131.97224623661642795,0,0,0,0,0,0, , , , ,0,131.97224623661642795,0,0,53236.804300055700878,53236.804300055700878,3.1361490292467375518,1.5738288522990973028,0.011508675351468156123,0.011508675351468156123,1.1832438086376240172,64958464,2277376,2306048,4718592,23109632,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,41.48172,runtime
1011,18:07:32,23.265193594448547,0,0,0,0,0,0,0,0,0,0, , , , ,0,132.01827132875189363,0,0,0,0,0,0, , , , ,0,132.01827132875189363,0,0,8193.1339297358754266,8193.1339297358754266,0,0,1.5555793572288090232,1.5555793572288090232,0.77427443149253871724,64958464,2277376,2306048,4718592,23109632,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,31.994284,runtime
1012,18:07:33,23.26494372060172,0,0,0,0,0,0,0,0,0,0, , , , ,0,132.00114840999117405,0,0,0,0,0,0, , , , ,0,132.00114840999117405,0,0,12288.106906530087144,12288.106906530087144,0,0,1.5557861046123333537,0,0.38383617762731692125,64958464,2277376,2306048,4718592,23109632,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,31.73256,runtime
1013,18:07:34,23.26369439793371,0,0,0,0,0,0,0,0,0,0, , , , ,0,132.01738668982704894,0,0,0,0,0,0, , , , ,0,132.01738668982704894,0,0,8193.0790285080547619,8193.0790285080547619,0,0,1.5558944005142794076,1.5558944005142794076,0.77459197512153021847,64958464,2277376,2306048,4718592,23109632,155648,163840,8192,2555904,19812352,53248,4096,4132864,36864,26185728, ,2338816,13746176,32768,1880064,31.86,runtime
