Zeit,"(PDH-CSV 4.0) (Mitteleuropäische Zeit)(-60)","RAM","\\DJ-TESLA\Auslagerungsdatei(\??\C:\pagefile.sys)\Belegung (%)","Auslagerungsdatei","\\DJ-TESLA\Netzwerkadapter(Microsoft Kernel Debug Network Adapter)\Bytes gesendet/s","NetzwerkGesendet","\\DJ-TESLA\Netzwerkadapter(WAN Miniport [IP])\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(WAN Miniport [IPv6])\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(WAN Miniport [Network Monitor])\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(Teredo Tunneling Pseudo-Interface)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(Microsoft IP-HTTPS Platform Interface)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(6to4 Adapter)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 1)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 2)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 3)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 4)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(Microsoft Kernel Debug Network Adapter)\Empfangene Bytes/s","NetzwerkEmpfangen","\\DJ-TESLA\Netzwerkadapter(WAN Miniport [IP])\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(WAN Miniport [IPv6])\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(WAN Miniport [Network Monitor])\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(Teredo Tunneling Pseudo-Interface)\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(Microsoft IP-HTTPS Platform Interface)\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(6to4 Adapter)\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 1)\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 2)\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 3)\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 4)\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkschnittstelle(Intel[R] Ethernet Connection I217-LM)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkschnittstelle(Intel[R] Ethernet Connection I217-LM)\Empfangene Bytes/s","FestplatteGeschrieben","FestplatteGelesen","\\DJ-TESLA\Physikalischer Datentr�ger(0 C:)\Bytes geschrieben/s","\\DJ-TESLA\Physikalischer Datentr�ger(_Total)\Bytes geschrieben/s","\\DJ-TESLA\Prozessor(0)\Prozessorzeit (%)","\\DJ-TESLA\Prozessor(1)\Prozessorzeit (%)","\\DJ-TESLA\Prozessor(2)\Prozessorzeit (%)","\\DJ-TESLA\Prozessor(3)\Prozessorzeit (%)","CPU","\\DJ-TESLA\GPU Process Memory(pid_1064_luid_0x00000000_0x00008CD0_phys_0)\Total Committed","\\DJ-TESLA\GPU Process Memory(pid_1064_luid_0x00000000_0x00008FE9_phys_0)\Total Committed","\\DJ-TESLA\GPU Process Memory(pid_2916_luid_0x00000000_0x00008CD0_phys_0)\Total Committed","\\DJ-TESLA\GPU Process Memory(pid_4872_luid_0x00000000_0x00008CD0_phys_0)\Total Committed","\\DJ-TESLA\GPU Process Memory(pid_4872_luid_0x00000000_0x00008FE9_phys_0)\Total Committed","\\DJ-TESLA\GPU Process Memory(pid_4_luid_0x00000000_0x00008CD0_phys_0)\Total Committed","\\DJ-TESLA\GPU Process Memory(pid_4_luid_0x00000000_0x00008FE9_phys_0)\Total Committed","\\DJ-TESLA\GPU Process Memory(pid_4_luid_0x00000000_0x00009030_phys_0)\Total Committed","\\DJ-TESLA\GPU Process Memory(pid_5128_luid_0x00000000_0x00008CD0_phys_0)\Total Committed","\\DJ-TESLA\GPU Process Memory(pid_5148_luid_0x00000000_0x00008CD0_phys_0)\Total Committed","\\DJ-TESLA\GPU Process Memory(pid_5796_luid_0x00000000_0x00008CD0_phys_0)\Total Committed","\\DJ-TESLA\GPU Process Memory(pid_7328_luid_0x00000000_0x00008FE9_phys_0)\Total Committed","\\DJ-TESLA\GPU Process Memory(pid_8176_luid_0x00000000_0x00008CD0_phys_0)\Total Committed","\\DJ-TESLA\GPU Process Memory(pid_824_luid_0x00000000_0x00008CD0_phys_0)\Total Committed",,,,,,
02/28/2023 18:14:19.229,"18:14:19.229","23.355811513810373015","0","0","0","1529.1744788080320632","0","0","0","0","0","0"," "," "," "," ","0","7879.8990964869090021","0","0","0","0","0","0"," "," "," "," ","1529.1744788080320632","7879.8990964869090021","0","0","120845.78850446836441","120845.78850446836441","14.056638662756803626","14.056638662756803626","6.2436058139165080405","7.8062123836845636049","10.540778881119694077","68386816","2277376","2306048","4718592","26931200","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:14:20.229,"18:14:20.229","23.354145726969967711","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","2308.1008640077570817","0","0","0","0","0","0"," "," "," "," ","0","2308.1008640077570817","0","0","73731.222054403770017","73731.222054403770017","1.5557959497041751185","1.5557959497041751185","0","0","0.77449274295579018101","68386816","2277376","2306048","4718592","26931200","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:14:21.229,"18:14:21.229","23.353354498593450472","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","388.03515598513229179","0","0","0","0","0","0"," "," "," "," ","0","388.03515598513229179","0","0","37891.432963826526247","37891.432963826526247","0","1.5557861046123333537","0","0","0.38382617694526777186","68386816","2277376","2306048","4718592","26931200","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:14:22.229,"18:14:22.229","23.353354498593450472","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.0096499054080823","0","0","0","0","0","0"," "," "," "," ","0","132.0096499054080823","0","0","12288.898318467079662","12288.898318467079662","0","0","0","0","0","68386816","2277376","2306048","4718592","26931200","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:14:23.228,"18:14:23.228","23.353354498593450472","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","1796.1250103007168946","0","0","0","0","0","0"," "," "," "," ","0","1796.1250103007168946","0","0","8192.5702028861214785","8192.5702028861214785","0","1.5557565693249952865","0","0","0.38380629073091476755","68386816","2277376","2306048","4718592","26931200","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:14:24.229,"18:14:24.229","23.352771467378541814","0","0","0","220.97432278369257119","0","0","0","0","0","0"," "," "," "," ","0","2563.7020978162340725","0","0","0","0","0","0"," "," "," "," ","220.97432278369257119","2563.7020978162340725","0","0","16382.096400398275364","16382.096400398275364","0.0048297667222696460954","1.567254301617226897","0.0048297667222696460954","0.0048297667222696460954","0.39543090068749897625","68386816","2277376","2306048","4718592","26931200","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:14:25.228,"18:14:25.228","23.352771467378541814","0","0","0","221.03355289332921529","0","0","0","0","0","0"," "," "," "," ","0","132.02004064216947654","0","0","0","0","0","0"," "," "," "," ","221.03355289332921529","132.02004064216947654","0","0","8193.2437343988822249","8193.2437343988822249","0","1.556120836630214832","0","0","0.38417489453316244763","68386816","2277376","2306048","4718592","26931200","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:14:26.228,"18:14:26.228","23.352438333293527251","0","0","0","221.00114920597587798","0","0","0","0","0","0"," "," "," "," ","0","1284.0066768347196557","0","0","0","0","0","0"," "," "," "," ","221.00114920597587798","1284.0066768347196557","0","0","12288.063897932270265","12288.063897932270265","0","0","0","3.1179469865406206353","0.77402634911821754926","68386816","2277376","2306048","4718592","26931200","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:14:27.228,"18:14:27.228","23.352105175925444769","0","0","0","221.02586002562301815","0","0","0","0","0","0"," "," "," "," ","0","132.01544580715943766","0","0","0","0","0","0"," "," "," "," ","221.02586002562301815","132.01544580715943766","0","0","8192.9585761534108315","8192.9585761534108315","1.5556974986971616737","3.1183054749083116697","1.5556974986971616737","1.5556974986971616737","1.9463444924044281947","68386816","2277376","2306048","4718592","26931200","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:14:28.228,"18:14:28.228","23.352105175925444769","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.01297687562686178","0","0","0","0","0","0"," "," "," "," ","0","132.01297687562686178","0","0","8192.805352766177748","8192.805352766177748","3.1185767616392912061","0","1.555973161020574036","0","1.1653272611974130335","68386816","2277376","2306048","4718592","26931200","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:14:29.228,"18:14:29.228","23.355311766116720662","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.00489738169287079","0","0","0","0","0","0"," "," "," "," ","0","132.00489738169287079","0","0","69634.583443045732565","69634.583443045732565","0","0","1.5555793572288090232","0","0.38361696827287072864","68386816","2277376","2306048","4718592","26931200","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:14:30.228,"18:14:30.228","23.354645474663620064","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.00898981220620954","0","0","0","0","0","0"," "," "," "," ","0","132.00898981220620954","0","0","12288.836869790833589","12288.836869790833589","0","0","1.5558254849678765375","0","0.38387602679461618749","68386816","2277376","2306048","4718592","26931200","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:14:31.228,"18:14:31.228","23.352771467378541814","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.01308249647539128","0","0","0","0","0","0"," "," "," "," ","0","132.01308249647539128","0","0","16385.623815320097492","16385.623815320097492","0","0","0","1.5556384279984292185","0.38367674226893466738","68386816","2277376","2306048","4718592","26931200","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:14:32.228,"18:14:32.228","23.929669480754451882","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.00353769481023392","0","0","0","0","0","0"," "," "," "," ","0","132.00353769481023392","0","0","8192.2195514839804673","8192.2195514839804673","4.6810469068755971023","1.555835330051846821","1.555835330051846821","0","1.9464917774933310213","68386816","2277376","2306048","4718592","26939392","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:14:33.228,"18:14:33.228","23.922215174865492315","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.0074452199104087","0","0","0","0","0","0"," "," "," "," ","0","132.0074452199104087","0","0","8192.4620548598941241","8192.4620548598941241","0","1.5557959497041751185","0","0","0.38383613924107828907","68386816","2277376","2306048","4718592","26939392","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:14:34.228,"18:14:34.228","23.922215174865492315","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.01693777311629674","0","0","0","0","0","0"," "," "," "," ","0","132.01693777311629674","0","0","179735.06000819904148","179735.06000819904148","0","0","1.5556384279984292185","0","0.38368674296598292983","68386816","2277376","2306048","4718592","26939392","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:14:35.228,"18:14:35.228","23.922131868061175197","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.00487097973916661","0","0","0","0","0","0"," "," "," "," ","0","132.00487097973916661","0","0","8192.3022959547215578","8192.3022959547215578","0","0","1.5557368791235925976","0","0.38377636543630577748","68386816","2277376","2306048","4718592","26939392","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:14:36.228,"18:14:36.228","23.921715427171839963","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.00904261941943219","0","0","0","0","0","0"," "," "," "," ","0","132.00904261941943219","0","0","8192.5611904415454774","8192.5611904415454774","0","0","0","0","0","68386816","2277376","2306048","4718592","26939392","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:14:37.228,"18:14:37.228","23.921465576608074599","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.01123415602666","0","0","0","0","0","0"," "," "," "," ","0","132.01123415602666","0","0","12289.04579779739106","12289.04579779739106","0","0","1.5556974986971616737","0","0.38374651688432015462","68386816","2277376","2306048","4718592","26939392","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:14:38.228,"18:14:38.228","23.318040166822736836","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.00670594066178865","0","0","0","0","0","0"," "," "," "," ","0","132.00670594066178865","0","0","8192.4161747416765138","8192.4161747416765138","0","0","1.5557762595185264942","0","0.38381621464745885319","68386816","2277376","2306048","4718592","26939392","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:14:39.227,"18:14:39.227","23.318040166822736836","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","228.00250802758830559","0","0","0","0","0","0"," "," "," "," ","0","228.00250802758830559","0","0","65536.72090392994869","65536.72090392994869","3.1184508072745753537","0","1.5558451751338409075","1.5558451751338409075","1.5558451751338409075","68386816","2277376","2306048","4718592","26939392","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:14:40.227,"18:14:40.227","23.317207285044062814","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","228.03409109661893694","0","0","0","0","0","0"," "," "," "," ","0","228.03409109661893694","0","0","12289.837330680937157","12289.837330680937157","1.5557467242252820405","1.5557467242252820405","1.5557467242252820405","0","1.1650999258549177284","68386816","2277376","2306048","4718592","26939392","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:14:41.227,"18:14:41.227","23.317207285044062814","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","228.00943959079904744","0","0","0","0","0","0"," "," "," "," ","0","228.00943959079904744","0","0","8192.3391628413410217","8192.3391628413410217","0","0","0","0","0","68386816","2277376","2306048","4718592","26939392","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:14:42.227,"18:14:42.227","23.317207285044062814","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.0067983501150195","0","0","0","0","0","0"," "," "," "," ","0","132.0067983501150195","0","0","12288.632864592525948","12288.632864592525948","0","1.5555005960923851127","0","0","0.38353726949985622596","68386816","2277376","2306048","4718592","26939392","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:14:43.227,"18:14:43.227","23.317207285044062814","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.01590791690398419","0","0","0","0","0","0"," "," "," "," ","0","132.01590791690398419","0","0","8192.9872549642223021","8192.9872549642223021","0","0","0","0","0","68386816","2277376","2306048","4718592","26939392","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:14:44.227,"18:14:44.227","23.317207285044062814","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","1604.044752848604503","0","0","0","0","0","0"," "," "," "," ","0","1604.044752848604503","0","0","12288.342844765367772","12288.342844765367772","1.5557073438067225979","1.5557073438067225979","0","0","0.77440343383693432955","68386816","2277376","2306048","4718592","26939392","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:14:45.227,"18:14:45.227","23.316749190752570797","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","1445.0920523637355473","0","0","0","0","0","0"," "," "," "," ","0","1445.0920523637355473","0","0","8192.5218636427143792","8192.5218636427143792","1.5557171889143184274","1.5557171889143184274","0","0","0.77441335708030578644","68386816","2277376","2306048","4718592","26939392","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:14:46.227,"18:14:46.227","23.316499316905741068","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","1668.1226070116151732","0","0","0","0","0","0"," "," "," "," ","0","1668.1226070116151732","0","0","8192.6021562584846833","8192.6021562584846833","0","0","0","0","0","68386816","2277376","2306048","4718592","26939392","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:14:47.227,"18:14:47.227","23.316499316905741068","0","0","0","2902.3294143885332232","0","0","0","0","0","0"," "," "," "," ","0","6614.7507742128727841","0","0","0","0","0","0"," "," "," "," ","2902.3294143885332232","6614.7507742128727841","0","0","8192.9298975433703163","8192.9298975433703163","0","0","3.1183054749083116697","1.5556974986971616737","1.1650505049898951526","68386816","2277376","2306048","4718592","26939392","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:14:48.227,"18:14:48.227","23.316499316905741068","0","0","0","64.002176073986518645","0","0","0","0","0","0"," "," "," "," ","0","644.02189674448925416","0","0","0","0","0","0"," "," "," "," ","64.002176073986518645","644.02189674448925416","0","0","45057.53195608650276","45057.53195608650276","0","0","1.5557861046123333537","0","0.38382617694526777186","68386816","2277376","2306048","4718592","26931200","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:14:49.227,"18:14:49.227","23.312209971088964977","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","196.0185433542012845","0","0","0","0","0","0"," "," "," "," ","0","196.0185433542012845","0","0","73734.975328666085261","73734.975328666085261","0","0","1.5557467242252820405","0","0.38379632842813204974","68386816","2277376","2306048","4718592","26931200","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:14:50.227,"18:14:50.227","23.311960097242138801","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","1732.1103354283668523","0","0","0","0","0","0"," "," "," "," ","0","1732.1103354283668523","0","0","8192.5218636427143792","8192.5218636427143792","0","0","1.5557467242252820405","0","0.38378632774208609746","68386816","2277376","2306048","4718592","26931200","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:14:51.227,"18:14:51.227","23.311960097242138801","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","2308.1015564684848869","0","0","0","0","0","0"," "," "," "," ","0","2308.1015564684848869","0","0","81411.582109612820204","81411.582109612820204","1.5557959497041751185","0","1.5557959497041751185","0","0.77449274295579018101","68386816","2277376","2306048","4718592","26931200","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:14:52.227,"18:14:52.227","23.31137706602722659","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.00481817586342004","0","0","0","0","0","0"," "," "," "," ","0","132.00481817586342004","0","0","16384.598037828382076","16384.598037828382076","1.5557073438067225979","3.1183151637462991346","1.5557073438067225979","0","1.5557073438067225979","68386816","2277376","2306048","4718592","26931200","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:14:53.227,"18:14:53.227","23.310544184248556121","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","2948.3930207896714819","0","0","0","0","0","0"," "," "," "," ","0","2948.3930207896714819","0","0","45062.006765501842892","45062.006765501842892","0","0","1.5556384279984292185","0","0.38368674296598292983","68386816","2277376","2306048","4718592","26931200","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:14:54.226,"18:14:54.226","23.310544184248556121","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","1156.0469355055813594","0","0","0","0","0","0"," "," "," "," ","0","1156.0469355055813594","0","0","53250.161956575437216","53250.161956575437216","0","0","1.5556384279984292185","0","0.38367674226893466738","68386816","2277376","2306048","4718592","26931200","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:14:55.226,"18:14:55.226","23.310294333684790757","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.01337295468030675","0","0","0","0","0","0"," "," "," "," ","0","132.01337295468030675","0","0","12289.244900508421779","12289.244900508421779","0","0","0","0","0","68386816","2277376","2306048","4718592","26931200","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:14:56.226,"18:14:56.226","23.310294333684790757","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.00770925022021629","0","0","0","0","0","0"," "," "," "," ","0","132.00770925022021629","0","0","8192.4784407409388223","8192.4784407409388223","0","0","0","1.5557073438067225979","0.38375647919706157296","68386816","2277376","2306048","4718592","26931200","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:14:57.226,"18:14:57.226","23.309711302469882099","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","1412.0183562386312133","0","0","0","0","0","0"," "," "," "," ","0","1412.0183562386312133","0","0","12288.159746076698866","12288.159746076698866","0","0","1.5558550202138698992","1.5558550202138698992","0.77455228227905070781","68386816","2277376","2306048","4718592","26931200","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:14:58.226,"18:14:58.226","23.308878420691208078","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.01714902765868942","0","0","0","0","0","0"," "," "," "," ","0","132.01714902765868942","0","0","8193.0642790498495742","8193.0642790498495742","1.5556876535856245525","3.1182957860683924167","1.5556876535856245525","0","1.5556876535856245525","68386816","2277376","2306048","4718592","26931200","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:14:59.226,"18:14:59.226","23.308545263323125596","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.00495018563196936","0","0","0","0","0","0"," "," "," "," ","0","132.00495018563196936","0","0","12288.460817280647461","12288.460817280647461","3.1183345414164453935","0","1.5557270340199380598","0","1.165070156826786274","68386816","2277376","2306048","4718592","26931200","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:15:00.226,"18:15:00.226","23.308545263323125596","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","1412.0979996011722051","0","0","0","0","0","0"," "," "," "," ","0","1412.0979996011722051","0","0","8192.5685642583594017","8192.5685642583594017","3.1184217408362080448","0","3.1184217408362080448","0","1.5558156398819522614","68386816","2277376","2306048","4718592","26931200","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:15:01.226,"18:15:01.226","23.308545263323125596","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.01333334666801989","0","0","0","0","0","0"," "," "," "," ","0","132.01333334666801989","0","0","8192.8274755750335316","8192.8274755750335316","0","0","1.5557368791235925976","0","0.38378636612335093048","68386816","2277376","2306048","4718592","26931200","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:15:02.226,"18:15:02.226","23.308545263323125596","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.00855415430919493","0","0","0","0","0","0"," "," "," "," ","0","132.00855415430919493","0","0","8192.5308760007646924","8192.5308760007646924","0","1.5559928511274634388","0","0","0.38403538473893439331","68386816","2277376","2306048","4718592","26931200","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:15:03.226,"18:15:03.226","23.308545263323125596","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.0056498418132378","0","0","0","0","0","0"," "," "," "," ","0","132.0056498418132378","0","0","12288.525948910613806","12288.525948910613806","1.555264311926929377","0","1.555264311926929377","0","0.77395688583110633374","68386816","2277376","2306048","4718592","26931200","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:15:04.226,"18:15:04.226","23.308545263323125596","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.01255439392286917","0","0","0","0","0","0"," "," "," "," ","0","132.01255439392286917","0","0","57349.453933069038612","57349.453933069038612","0","0","1.5559337807831807865","0","0.38398561184030954863","68386816","2277376","2306048","4718592","26931200","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:15:05.226,"18:15:05.226","23.308545263323125596","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.00043560143748778","0","0","0","0","0","0"," "," "," "," ","0","132.00043560143748778","0","0","8192.0270336892117484","8192.0270336892117484","0","0","1.5557565693249952865","0","0.38379629004586801599","68386816","2277376","2306048","4718592","26931200","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:15:06.226,"18:15:06.226","23.308545263323125596","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.01412551142971097","0","0","0","0","0","0"," "," "," "," ","0","132.01412551142971097","0","0","8192.8766378002437705","8192.8766378002437705","0","0","1.5556384279984292185","0","0.38368674296598292983","68386816","2277376","2306048","4718592","26931200","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:15:07.226,"18:15:07.226","23.308545263323125596","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.01271282424497144","0","0","0","0","0","0"," "," "," "," ","0","132.01271282424497144","0","0","28674.761379520849005","28674.761379520849005","0","0","0","0","0","68386816","2277376","2306048","4718592","26931200","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:15:08.225,"18:15:08.225","23.308545263323125596","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.008804987292649","0","0","0","0","0","0"," "," "," "," ","0","132.008804987292649","0","0","8192.5464428477371257","8192.5464428477371257","0","0","0","0","0","68386816","2277376","2306048","4718592","26931200","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
02/28/2023 18:15:09.225,"18:15:09.225","23.308545263323125596","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.00563664068454273","0","0","0","0","0","0"," "," "," "," ","0","132.00563664068454273","0","0","53250.273786690690031","53250.273786690690031","0","0","1.5556974986971616737","0","0.3837365161932670965","68386816","2277376","2306048","4718592","26931200","155648","163840","8192","2555904","19812352","53248","4096","4132864","36864",26185728," ",2338816,13746176,32768,1880064
