,Zeit,RAM,Auslagerungsdatei,NetzwerkGesendet,NetzwerkEmpfangen,FestplatteGeschrieben,FestplatteGelesen,CPU,Wert 1-avg[W],startstop
202,15:06:09,24.052270204772302,0.0,0.0,134.1322466724533,0.0,0.0,17.451260684346824,31.299618,runtime
203,15:06:10,25.44027357954538,0.0,63.02040452994606,198.90815179764223,0.0,0.0,27.302519376639008,31.215366,runtime
204,15:06:11,25.81174041279865,0.0,0.0,134.10695435994916,0.0,0.0,24.993421644830597,32.480812,runtime
205,15:06:12,26.16592490257833,0.0,0.0,129.9767430250492,0.0,0.0,26.91821259930753,54.832344,runtime
206,15:06:13,26.488376438265757,0.0,0.0,134.09138307439645,0.0,0.0,25.00006349200544,53.336752,runtime
207,15:06:14,26.75764826749397,0.0,0.0,129.98152982155406,0.0,0.0,25.379567828982008,52.8003,runtime
208,15:06:15,27.01667559496516,0.0,65.01998145305029,282.4305444366872,0.0,0.0,24.99477042867652,52.532788,runtime
209,15:06:16,32.66413773704882,0.0,0.0,319.0303682447412,64530.78460891161,64530.78460891161,24.993953974582272,51.999192,runtime
210,15:06:17,38.08313944332375,0.0,0.0,231.5798304937211,66564.98145279169,66564.98145279169,31.741371957024008,51.4675,runtime
211,15:06:18,38.09575765349338,0.0,0.0,129.99225659762405,0.0,0.0,53.84300437681557,53.813466,runtime
212,15:06:19,38.11308165036912,0.0,0.0,134.1274900082641,0.0,0.0,53.965607063730594,51.4675,runtime
213,15:06:20,38.22951902128512,0.0,0.0,351.5062040845021,0.0,0.0,36.91808316444202,64.18622,runtime
214,15:06:21,43.649811703630206,0.0,0.0,134.1162470860197,0.0,0.0,28.566595591381727,65.047304,runtime
215,15:06:22,43.64868729460255,0.0,0.0,129.95203391669324,0.0,0.0,50.7658373992546,53.667096,runtime
216,15:06:23,43.682169295773406,0.0,0.0,133.9812069027118,1443164.3600245551,1443164.3600245551,69.04554048022933,51.4675,runtime
217,15:06:24,43.685209318922176,0.0,0.0,130.11557515963554,7455795.944080664,7455795.944080664,63.84361911697833,61.552512,runtime
218,15:06:25,23.979184526013952,0.0,0.0,134.11008812658366,39534.02840289109,39534.02840289109,53.56830636567573,69.402228,runtime
219,15:06:26,23.575235140411007,0.0,0.0,129.9720077711445,0.0,0.0,25.76412389991208,69.544552,runtime
220,15:06:27,23.47133269614338,0.0,0.0,784.3177893129385,104033.8622093846,104033.8622093846,25.788559549587863,65.623264,runtime
221,15:06:28,23.462837264748018,0.0,0.0,1453.2908767597523,208706.74835027856,208706.74835027856,25.764160449298846,52.059168,runtime
222,15:06:29,23.439016757402335,0.0,0.0,2084.311624090132,8167056.154625856,8167056.154625856,20.237541220606392,53.068288,runtime
223,15:06:30,23.424899350717872,0.0,0.0,193.001300198555,0.0,0.0,2.3010355511730585,53.190144,runtime
224,15:06:31,23.415945825031017,0.0,0.0,134.1078944745617,0.0,0.0,0.7868980034704597,50.878688,runtime
225,15:06:32,23.415945825031017,0.0,0.0,634.1072296987469,0.0,0.0,1.1471058508060294,31.603544,runtime
226,15:06:33,23.415945825031017,0.0,0.0,1629.550206553616,0.0,0.0,1.5806028194427002,32.036704,runtime
227,15:06:34,23.415196226773595,0.0,0.0,1516.5579570349282,0.0,0.0,2.3010259309262926,31.781092,runtime
228,15:06:35,23.415196226773595,0.0,0.0,134.0990524682861,0.0,0.0,1.183715334515345,32.394656,runtime
229,15:06:36,23.414863069405513,0.0,0.0,3280.872846090237,0.0,0.0,1.1470279797746064,31.56118,runtime
230,15:06:37,23.414863069405513,0.0,86.35784761700599,469.3803011653737,0.0,0.0,1.5806428147925988,32.437734,runtime
231,15:06:38,23.414863069405513,0.0,0.0,129.97628228248985,0.0,0.0,2.6856245726475487,31.518816,runtime
232,15:06:39,23.414863069405513,0.0,0.0,1564.5415552904415,0.0,0.0,1.5805328275021455,31.518816,runtime
233,15:06:40,23.398330300906284,0.0,0.0,130.0018584356581,0.0,0.0,1.5312869565388687,31.781092,runtime
234,15:06:41,23.398330300906284,0.0,0.0,134.07089933235738,0.0,0.0,1.1841770137384189,31.603544,runtime
235,15:06:42,23.45013577105713,0.0,0.0,129.97973793130748,0.0,0.0,2.685777890512875,31.603544,runtime
236,15:06:43,23.449802613689048,0.0,0.0,1564.552681689014,0.0,0.0,1.580482833197938,31.603544,runtime
237,15:06:44,23.449177952355047,0.0,0.0,129.9921925901299,0.0,0.0,1.5317135825381856,31.645908,runtime
238,15:06:45,23.446720937138128,0.0,0.0,134.0985075445649,0.0,0.0,2.3743175536196426,31.866296,runtime
239,15:06:46,23.446387779770046,0.0,0.0,129.965916438414,0.0,0.0,1.1470182458870548,31.56118,runtime
240,15:06:47,23.44559655139353,0.0,0.0,134.11104191071655,0.0,0.0,0.7868375265694393,31.56118,runtime
241,15:06:48,23.397289198682945,0.0,0.0,132.0017160223083,0.0,0.0,0.7859031411426853,31.603544,runtime
242,15:06:49,23.397289198682945,0.0,0.0,129.96953789724648,0.0,0.0,0.7624691819001937,31.695888,runtime
243,15:06:50,23.408075054969657,0.0,0.0,362.695848138334,0.0,0.0,0.7867669700917456,31.823694,runtime
244,15:06:51,23.40640929141231,0.0,0.0,129.97940515712983,0.0,0.0,0.377930609100352,31.518816,runtime
245,15:06:52,23.405659693154888,0.0,0.0,134.0898438523768,0.0,0.0,0.4017780956173333,32.530316,runtime
246,15:06:53,23.404535307410296,0.0,0.0,129.9746313151424,0.0,0.0,0.3775676525432314,31.518816,runtime
