Zeit,"RAM","\\DJ-TESLA\Auslagerungsdatei(\??\C:\pagefile.sys)\Belegung (%)","Auslagerungsdatei","\\DJ-TESLA\Netzwerkadapter(Microsoft Kernel Debug Network Adapter)\Bytes gesendet/s","NetzwerkGesendet","\\DJ-TESLA\Netzwerkadapter(WAN Miniport [IP])\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(WAN Miniport [IPv6])\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(WAN Miniport [Network Monitor])\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(Teredo Tunneling Pseudo-Interface)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(Microsoft IP-HTTPS Platform Interface)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(6to4 Adapter)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 1)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 2)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 3)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 4)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(Microsoft Kernel Debug Network Adapter)\Empfangene Bytes/s","NetzwerkEmpfangen","\\DJ-TESLA\Netzwerkadapter(WAN Miniport [IP])\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(WAN Miniport [IPv6])\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(WAN Miniport [Network Monitor])\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(Teredo Tunneling Pseudo-Interface)\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(Microsoft IP-HTTPS Platform Interface)\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(6to4 Adapter)\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 1)\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 2)\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 3)\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 4)\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkschnittstelle(Intel[R] Ethernet Connection I217-LM)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkschnittstelle(Intel[R] Ethernet Connection I217-LM)\Empfangene Bytes/s","FestplatteGeschrieben","FestplatteGelesen","\\DJ-TESLA\Physikalischer Datentr�ger(0 C:)\Bytes geschrieben/s","\\DJ-TESLA\Physikalischer Datentr�ger(_Total)\Bytes geschrieben/s","\\DJ-TESLA\Prozessor(0)\Prozessorzeit (%)","\\DJ-TESLA\Prozessor(1)\Prozessorzeit (%)","\\DJ-TESLA\Prozessor(2)\Prozessorzeit (%)","\\DJ-TESLA\Prozessor(3)\Prozessorzeit (%)","CPU","\\DJ-TESLA\GPU Process Memory(pid_1064_luid_0x00000000_0x00008CD0_phys_0)\Total Committed","\\DJ-TESLA\GPU Process Memory(pid_1064_luid_0x00000000_0x00008FE9_phys_0)\Total Committed","\\DJ-TESLA\GPU Process Memory(pid_2916_luid_0x00000000_0x00008CD0_phys_0)\Total Committed","\\DJ-TESLA\GPU Process Memory(pid_4872_luid_0x00000000_0x00008CD0_phys_0)\Total Committed","\\DJ-TESLA\GPU Process Memory(pid_4872_luid_0x00000000_0x00008FE9_phys_0)\Total Committed","\\DJ-TESLA\GPU Process Memory(pid_4_luid_0x00000000_0x00008CD0_phys_0)\Total Committed","\\DJ-TESLA\GPU Process Memory(pid_4_luid_0x00000000_0x00008FE9_phys_0)\Total Committed","\\DJ-TESLA\GPU Process Memory(pid_4_luid_0x00000000_0x00009030_phys_0)\Total Committed","\\DJ-TESLA\GPU Process Memory(pid_5128_luid_0x00000000_0x00008CD0_phys_0)\Total Committed","\\DJ-TESLA\GPU Process Memory(pid_5148_luid_0x00000000_0x00008CD0_phys_0)\Total Committed","\\DJ-TESLA\GPU Process Memory(pid_5796_luid_0x00000000_0x00008CD0_phys_0)\Total Committed","\\DJ-TESLA\GPU Process Memory(pid_7328_luid_0x00000000_0x00008FE9_phys_0)\Total Committed","\\DJ-TESLA\GPU Process Memory(pid_8176_luid_0x00000000_0x00008CD0_phys_0)\Total Committed","\\DJ-TESLA\GPU Process Memory(pid_824_luid_0x00000000_0x00008CD0_phys_0)\Total Committed",,,,
03/01/2023 15:29:29.893,"25.401877571223742791","0","0","0","224.53375717720632565","0","0","0","0","0","0"," "," "," "," ","0","134.11066039543544548","0","0","0","0","0","0"," "," "," "," ","224.53375717720632565","134.11066039543544548","0","0","8322.9888633288428537","8322.9888633288428537","3.1680124513871699143","0","1.580602819442700202","3.1680124513871699143","1.9774501477179962095","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:29:30.908,"25.401211256487577828","0","0","0","217.60027852835654016","0","0","0","0","0","0"," "," "," "," ","0","129.96939713005912154","0","0","0","0","0","0"," "," "," "," ","217.60027852835654016","129.96939713005912154","0","0","16131.959110446125123","16131.959110446125123","1.531723278540664257","0","1.531723278540664257","1.531723278540664257","1.1470864960112958642","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:29:31.893,"25.401211256487577828","0","0","0","224.52549939144446967","0","0","0","0","0","0"," "," "," "," ","0","134.1057281433061803","0","0","0","0","0","0"," "," "," "," ","224.52549939144446967","134.1057281433061803","0","0","12484.024147158685082","12484.024147158685082","0","0","1.5806728112837009625","0","0.39011135429363186233","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:29:32.908,"25.401211256487577828","0","0","0","126.04563718629900393","0","0","0","0","0","0"," "," "," "," ","0","193.00738194152035021","0","0","0","0","0","0"," "," "," "," ","126.04563718629900393","193.00738194152035021","0","0","8066.9207799231362515","8066.9207799231362515","0","0","1.5316457104673886214","0","0.37772460705465249475","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:29:33.892,"25.353237061145073028","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","134.10493792668484048","0","0","0","0","0","0"," "," "," "," ","0","134.10493792668484048","0","0","8322.633723450016987","8322.633723450016987","0","0","0","0","0","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:29:34.908,"25.353237061145073028","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","129.9768582111993851","0","0","0","0","0","0"," "," "," "," ","0","129.9768582111993851","0","0","12099.663891660742593","12099.663891660742593","0","1.5318202384603907262","1.5318202384603907262","0","0.76253758407336391656","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:29:35.892,"25.353237061145073028","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","134.0988208751634545","0","0","0","0","0","0"," "," "," "," ","0","134.0988208751634545","0","0","8322.2540955252952699","8322.2540955252952699","1.5803428488759707626","0","3.1677566738940954316","0","1.1834843128971983539","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:29:36.908,"25.353237061145073028","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","129.98329616172128453","0","0","0","0","0","0"," "," "," "," ","0","129.98329616172128453","0","0","84701.842444292560685","84701.842444292560685","0","0","0","1.5318008464917154399","0.37788156107150250307","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:29:37.892,"25.3526123998110684","0","0","0","65.020721291116458929","0","0","0","0","0","0"," "," "," "," ","0","199.12595895404416524","0","0","0","0","0","0"," "," "," "," ","65.020721291116458929","199.12595895404416524","0","0","8322.6523252629067429","8322.6523252629067429","1.5805628240602831447","0","1.5805628240602831447","0","0.78685768554463964009","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:29:38.908,"25.351946085074906989","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","129.9773957492665204","0","0","0","0","0","0"," "," "," "," ","0","129.9773957492665204","0","0","8066.4759543787213261","8066.4759543787213261","0","1.5316747985091860862","0","0","0.37774418913796292685","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:29:39.892,"25.351946085074906989","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","134.10594613573715606","0","0","0","0","0","0"," "," "," "," ","0","134.10594613573715606","0","0","12484.044440272260545","12484.044440272260545","0","0","1.5805828217555495385","0","0.39003043560155159497","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:29:40.908,"25.351946085074906989","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","129.9763334759462623","0","0","0","0","0","0"," "," "," "," ","0","129.9763334759462623","0","0","64531.280232421318942","64531.280232421318942","3.0702901023134665515","0","4.6088569260862684018","0","1.9163600610700215476","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:29:41.892,"25.344783283151866016","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","134.10560552287520864","0","0","0","0","0","0"," "," "," "," ","0","134.10560552287520864","0","0","70742.738816430661245","70742.738816430661245","3.1679731010915701539","0","1.5805628240602831447","0","1.1837153345153450523","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:29:42.907,"25.34420025193696091","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","129.97456732500424437","0","0","0","0","0","0"," "," "," "," ","0","129.97456732500424437","0","0","8066.3004206548093862","8066.3004206548093862","1.5318784143205754766","0","1.5318784143205754766","0","0.76259621443245384498","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:29:43.892,"25.343367370158286889","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","199.12525090035597941","0","0","0","0","0","0"," "," "," "," ","0","199.12525090035597941","0","0","8322.6227315087562602","8322.6227315087562602","0","0","1.5805528252096023856","0","0.38998991676889582791","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:29:44.907,"25.342534488379612867","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","129.97349230010445353","0","0","0","0","0","0"," "," "," "," ","0","129.97349230010445353","0","0","12099.350555936995079","12099.350555936995079","0","0","1.5316166224084160064","0","0.37769517812142883173","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:29:45.892,"25.34161829979662528","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","134.10807159908026165","0","0","0","0","0","0"," "," "," "," ","0","134.10807159908026165","0","0","8322.8282010580733186","8322.8282010580733186","0","0","1.580632815958171733","0","0.39007087515161575908","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:29:46.907,"25.339619378871198307","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","129.9780996748873747","0","0","0","0","0","0"," "," "," "," ","0","129.9780996748873747","0","0","12099.779460644060237","12099.779460644060237","0","1.531665102497170583","1.531665102497170583","0","0.76238123611042096783","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:29:47.891,"25.339036370939350462","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","134.11011537737061872","0","0","0","0","0","0"," "," "," "," ","0","134.11011537737061872","0","0","12484.432558766138754","12484.432558766138754","3.1677566738940954316","0","1.5803428488759707626","0","1.1834944723456808369","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:29:48.907,"25.338453339724441804","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","129.97455452698420686","0","0","0","0","0","0"," "," "," "," ","0","129.97455452698420686","0","0","12099.449439602893108","12099.449439602893108","1.532052941488670772","0","1.532052941488670772","0","0.76277210509405612981","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:29:49.891,"25.338453339724441804","0","0","0","65.01959172369680573","0","0","0","0","0","0"," "," "," "," ","0","199.1224996538214782","0","0","0","0","0","0"," "," "," "," ","65.01959172369680573","199.1224996538214782","0","0","8322.5077406331911334","8322.5077406331911334","0","0","1.5804828331979381417","0","0.38991907807606196457","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:29:50.907,"25.338453339724441804","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","351.54133643608770399","0","0","0","0","0","0"," "," "," "," ","0","351.54133643608770399","0","0","8066.741255138460474","8066.741255138460474","0","0","1.5318687183486501269","0","0.37795022829836266709","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:29:51.891,"25.336745922764936978","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","134.0987527596913651","0","0","0","0","0","0"," "," "," "," ","0","134.0987527596913651","0","0","74900.248814140344621","74900.248814140344621","0","0","1.5804028422055749203","0","0.38983811944659496618","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:29:52.907,"25.336037977909676044","0","0","0","126.03369786611165182","0","0","0","0","0","0"," "," "," "," ","0","192.98909985748346685","0","0","0","0","0","0"," "," "," "," ","126.03369786611165182","192.98909985748346685","0","0","12099.234995146718575","12099.234995146718575","4.6089696419707504305","0","1.5318396304214276782","0","1.5318396304214276782","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:29:53.891,"25.335538253499084504","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","134.1169011680362928","0","0","0","0","0","0"," "," "," "," ","0","134.1169011680362928","0","0","8323.3761694587374222","8323.3761694587374222","1.5805528252096023856","0","0","1.5805528252096023856","0.78684760605806092215","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:29:54.907,"25.335538253499084504","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","256.01545230496128625","0","0","0","0","0","0"," "," "," "," ","0","256.01545230496128625","0","0","8066.4560972393956035","8066.4560972393956035","1.5316747985091860862","0","1.5316747985091860862","0","0.76239100787254265867","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:29:55.891,"25.335288379652258328","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","134.10304416958061324","0","0","0","0","0","0"," "," "," "," ","0","134.10304416958061324","0","0","12483.774293604596096","12483.774293604596096","0","0","1.5805328275021457429","0","0.38997983658152213238","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:29:56.906,"25.335288379652258328","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","224.51085436128579431","0","0","0","0","0","0"," "," "," "," ","0","224.51085436128579431","0","0","49912.30783274058922","49912.30783274058922","0","0","1.5317426705398817788","0","0.3778128565474103695","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:29:57.891,"25.33324780532467102","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","231.63751979205451903","0","0","0","0","0","0"," "," "," "," ","0","231.63751979205451903","0","0","41613.477239835759974","41613.477239835759974","0","0","1.5805028309257118657","0","0.38994947714483529921","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:29:58.906,"25.331498758246073777","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","224.49699380801843063","0","0","0","0","0","0"," "," "," "," ","0","224.49699380801843063","0","0","8066.1376020845918902","8066.1376020845918902","1.5318784143205754766","0","1.5318784143205754766","0","0.76259621443245384498","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:29:59.891,"25.33112394747583096","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","134.10407959849240456","0","0","0","0","0","0"," "," "," "," ","0","134.10407959849240456","0","0","8322.5804550821940211","8322.5804550821940211","0","0","1.5804628354620375852","0","0.38989883843103534389","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:30:00.906,"25.33112394747583096","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","129.98327056224559328","0","0","0","0","0","0"," "," "," "," ","0","129.98327056224559328","0","0","12100.260823249045643","12100.260823249045643","4.6088944980773538518","1.5317620625314720684","0","0","1.5317620625314720684","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:30:01.891,"25.327334326069646409","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","134.10538753155159952","0","0","0","0","0","0"," "," "," "," ","0","134.10538753155159952","0","0","79065.285448905080557","79065.285448905080557","0","1.5805928206001351732","0","0","0.39004055539938464747","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:30:02.906,"25.327334326069646409","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","129.97735735354282838","0","0","0","0","0","0"," "," "," "," ","0","129.97735735354282838","0","0","8066.4735715168408205","8066.4735715168408205","0","1.5317038865337972986","0","0","0.37777361803931208684","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:30:03.890,"25.327084452222820232","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","134.10497879972996316","0","0","0","0","0","0"," "," "," "," ","0","134.10497879972996316","0","0","16645.272520111935592","16645.272520111935592","1.5805628240602831447","1.5805628240602831447","0","0","0.78685768554463964009","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:30:04.906,"25.326834601659054869","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","129.97394022498488653","0","0","0","0","0","0"," "," "," "," ","0","129.97394022498488653","0","0","8066.2615024475471728","8066.2615024475471728","3.0703950917162048384","1.531829934441863994","0","0","1.1471935685317791176","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:30:05.890,"25.326834601659054869","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","134.10839859942063867","0","0","0","0","0","0"," "," "," "," ","0","134.10839859942063867","0","0","8322.8484948973782593","8322.8484948973782593","1.5804728343310037175","1.5804728343310037175","0","0","0.78676697009174567654","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:30:06.906,"25.326792948256898086","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","129.97798448653674086","0","0","0","0","0","0"," "," "," "," ","0","129.97798448653674086","0","0","12099.768737655784207","12099.768737655784207","0","1.5318202384603907262","0","1.5318202384603907262","0.76253758407336391656","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:30:07.890,"25.326251570444146211","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","134.10390248451861339","0","0","0","0","0","0"," "," "," "," ","0","134.10390248451861339","0","0","8322.5694632816412195","8322.5694632816412195","0","1.5805328275021457429","0","0","0.38996967715265729026","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:30:08.906,"25.326251570444146211","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","129.9764358629800256","0","0","0","0","0","0"," "," "," "," ","0","129.9764358629800256","0","0","8066.4163832540334624","8066.4163832540334624","0","1.5317717585243917355","0","0","0.37785213223101576929","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:30:09.890,"25.326251570444146211","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","134.10694073519658787","0","0","0","0","0","0"," "," "," "," ","0","134.10694073519658787","0","0","8322.7580189600794256","8322.7580189600794256","0","1.5804928320628408578","0","0","0.3899291978954888549","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:30:10.906,"25.326251570444146211","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","129.97771571451261252","0","0","0","0","0","0"," "," "," "," ","0","129.97771571451261252","0","0","8066.4958116158140911","8066.4958116158140911","0","1.5317717585243917355","0","0","0.37785213223101576929","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:30:11.890,"25.473505706869413956","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","134.1270947705471599","0","0","0","0","0","0"," "," "," "," ","0","134.1270947705471599","0","0","83240.087906085012946","83240.087906085012946","7.9246193972067446865","6.3371128350896199777","4.7496062729724952689","0","4.7496062729724952689","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:30:12.905,"27.754528687278394727","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","129.96782311773117158","0","0","0","0","0","0"," "," "," "," ","0","129.96782311773117158","0","0","218787.04575261214632","218787.04575261214632","29.227152629387287419","61.53649599423221872","16.91883134754159812","10.764670706618751694","29.611782746116453779","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:30:13.890,"28.511996247924862757","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","134.12323791785865978","0","0","0","0","0","0"," "," "," "," ","0","134.12323791785865978","0","0","12485.654147989751436","12485.654147989751436","11.104491641129953905","80.950962494527843205","4.7548124726392355655","1.5799728883938768398","24.597559874172723937","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:30:14.905,"28.898871463932767512","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","129.97532241264920572","0","0","0","0","0","0"," "," "," "," ","0","129.97532241264920572","0","0","42852.469934837070468","42852.469934837070468","38.457381589048132753","59.997298032881282381","0","0","24.610292446583958537","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:30:15.890,"39.785432079756965607","0","0","0","130.03195738527676895","0","0","0","0","0","0"," "," "," "," ","0","199.1114347462050489","0","0","0","0","0","0"," "," "," "," ","130.03195738527676895","199.1114347462050489","0","0","33288.18109063085285","33288.18109063085285","30.154245839580507749","28.566842335934605757","23.804631824996913991","15.867614306767430676","24.598333576819864987","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:30:16.905,"39.908615811706667387","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","129.98990116336037204","0","0","0","0","0","0"," "," "," "," ","0","129.98990116336037204","0","0","107395.29288841990638","107395.29288841990638","27.68617013943731564","30.763354388822961027","43.072091386365542576","58.458012633293776616","39.994907136979897189","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:30:17.889,"39.942930694656197943","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","134.03044054688888309","0","0","0","0","0","0"," "," "," "," ","0","134.03044054688888309","0","0","8318.0103709099530533","8318.0103709099530533","46.028067030651683922","82.538492274622598188","42.853247444219434215","44.440657237435566174","53.965115996732329506","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:30:18.905,"39.961004289789357813","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","130.02972459802839467","0","0","0","0","0","0"," "," "," "," ","0","130.02972459802839467","0","0","12104.585271671006922","12104.585271671006922","49.227299814997813598","79.998633260453686944","52.304433159543407328","49.227299814997813598","57.68941651249818392","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:30:19.889,"45.469249655834694579","0","0","0","65.023581716303539224","0","0","0","0","0","0"," "," "," "," ","0","199.13471900617957999","0","0","0","0","0","0"," "," "," "," ","65.023581716303539224","199.13471900617957999","0","0","12484.527689530277712","12484.527689530277712","15.86911861009129332","19.043868851219926341","28.568119574605820077","50.791371262506231687","28.568119574605820077","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:30:20.905,"45.488989037808259752","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","351.3255651347264461","0","0","0","0","0","0"," "," "," "," ","0","351.3255651347264461","64494.319990670679545","64494.319990670679545","8061.7899988338349431","8061.7899988338349431","33.840193356496861554","70.766597064498611758","30.762993047496710375","24.608592429496411569","39.994593974497149702","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
03/01/2023 15:30:21.889,"45.499983114539645612","0","0.703125","0","0","0","0","0","0","0","0"," "," "," "," ","0","134.19239509331606541","0","0","0","0","0","0"," "," "," "," ","0","134.19239509331606541","0","0","9606418.7882365733385","9606418.7882365733385","31.742065418302910729","84.1260617251867302","34.916853073265563978","42.853822210672198878","48.409700606856851834","75239424","2273280","32686080"," ","6426624","163840","8192","2555904","6598656","32768","2306048","1363968","26296320","13713408",32768,1880064,4132864,36864
