,Zeit,RAM,Auslagerungsdatei,NetzwerkGesendet,NetzwerkEmpfangen,FestplatteGeschrieben,FestplatteGelesen,CPU,Wert 1-avg[W],startstop
271,19:48:34,33.416857834303954,0.0,0.0,130.00563554732273,0.0,0.0,29.608767681414704,31.13754,runtime
272,19:48:35,49.43436674062032,0.0,0.0,134.09489753676814,0.0,0.0,28.172222203597265,31.13754,runtime
273,19:48:36,50.131408462797154,0.0,0.0,129.97845803995045,0.0,0.0,28.45591003294684,50.701616,runtime
274,19:48:37,44.752385268163025,0.0,3368.8484735438724,12219.69524722126,0.0,0.0,27.77292778720176,59.588298,runtime
275,19:48:38,26.351866551291163,0.0,0.0,129.95544989346115,64520.911850135366,64520.911850135366,9.995914645331839,56.12992,runtime
276,19:48:39,26.35103366951249,0.0,0.0,134.0932628801912,0.0,0.0,2.7734367023453776,57.38656,runtime
277,19:48:40,26.32421474585408,0.0,0.0,129.93326843888423,0.0,0.0,1.9162540102483967,31.78728,runtime
278,19:48:41,26.323715021443487,0.0,0.0,134.12867573539094,0.0,0.0,1.9950437015425424,31.653286,runtime
279,19:48:42,25.719415076477315,0.0,0.0,129.9777669090982,0.0,0.0,3.070271013306713,32.050032,runtime
280,19:48:43,25.717249588509382,0.0,0.0,134.10914798121536,0.0,0.0,1.9748610636851072,31.52548,runtime
281,19:48:44,25.71616683288388,0.0,0.0,420.97693046421057,0.0,0.0,1.179192621826719,31.78728,runtime
282,19:48:45,25.71616683288388,0.0,0.0,2209.640096499434,0.0,0.0,1.5317426705398816,32.709054,runtime
283,19:48:46,25.71550051814772,0.0,0.0,134.11213196633787,0.0,0.0,1.1837655303253092,32.136188,runtime
284,19:48:47,25.71404297503504,0.0,0.0,2145.4682592733434,0.0,0.0,1.1470766491836204,32.050032,runtime
285,19:48:48,25.71404297503504,0.0,0.0,199.2198307485238,0.0,0.0,0.3898179193720041,31.78728,runtime
286,19:48:49,25.69992556835057,0.0,0.0,129.98410255036683,0.0,0.0,1.1472226571231368,31.610684,runtime
287,19:48:50,25.699842284829323,0.0,0.0,134.10590526210237,0.0,0.0,0.7844587099777534,31.52548,runtime
288,19:48:51,25.69950912746124,0.0,0.0,2146.6507079270004,0.0,0.0,1.918562253502487,31.52548,runtime
289,19:48:52,25.698717875801655,0.0,0.0,199.11418568698153,0.0,0.0,1.977300769628154,32.136188,runtime
290,19:48:53,25.698717875801655,0.0,0.0,129.975207229221,0.0,0.0,3.0703378247974533,32.09311,runtime
291,19:48:54,25.697635143459223,0.0,0.0,2214.6166732190873,0.0,0.0,1.9873282100464351,32.136188,runtime
292,19:48:55,25.697635143459223,0.0,0.0,129.9769222035933,0.0,0.0,1.916379377320221,32.006954,runtime
293,19:48:56,25.697635143459223,0.0,0.0,284.45195758821313,0.0,0.0,1.1778721937752756,31.87296,runtime
294,19:48:57,25.697635143459223,0.0,0.0,129.9793155643731,0.0,0.0,1.9219807688691135,31.963876,runtime
295,19:48:58,25.697635143459223,0.0,0.0,134.10377986742623,0.0,0.0,1.9749706131265143,31.482878,runtime
