"(PDH-CSV 4.0) (Mitteleurop�ische Zeit)(-60)","RAM","\\DJ-TESLA\Auslagerungsdatei(\??\C:\pagefile.sys)\Belegung (%)","\\DJ-TESLA\Auslagerungsdatei(_Total)\Belegung (%)","\\DJ-TESLA\Netzwerkadapter(Microsoft Kernel Debug Network Adapter)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(Intel[R] Ethernet Connection I217-LM)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(WAN Miniport [IP])\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(WAN Miniport [IPv6])\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(WAN Miniport [Network Monitor])\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(Teredo Tunneling Pseudo-Interface)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(Microsoft IP-HTTPS Platform Interface)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(6to4 Adapter)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 1)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 2)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 3)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 4)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(Microsoft Kernel Debug Network Adapter)\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(Intel[R] Ethernet Connection I217-LM)\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(WAN Miniport [IP])\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(WAN Miniport [IPv6])\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(WAN Miniport [Network Monitor])\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(Teredo Tunneling Pseudo-Interface)\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(Microsoft IP-HTTPS Platform Interface)\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(6to4 Adapter)\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 1)\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 2)\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 3)\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 4)\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkschnittstelle(Intel[R] Ethernet Connection I217-LM)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkschnittstelle(Intel[R] Ethernet Connection I217-LM)\Empfangene Bytes/s","\\DJ-TESLA\Physikalischer Datentr�ger(0 C:)\Bytes gelesen/s","\\DJ-TESLA\Physikalischer Datentr�ger(_Total)\Bytes gelesen/s","\\DJ-TESLA\Physikalischer Datentr�ger(0 C:)\Bytes geschrieben/s","\\DJ-TESLA\Physikalischer Datentr�ger(_Total)\Bytes geschrieben/s","\\DJ-TESLA\Prozessor(0)\Prozessorzeit (%)","\\DJ-TESLA\Prozessor(1)\Prozessorzeit (%)","\\DJ-TESLA\Prozessor(2)\Prozessorzeit (%)","\\DJ-TESLA\Prozessor(3)\Prozessorzeit (%)","\\DJ-TESLA\Prozessor(_Total)\Prozessorzeit (%)"
"03/14/2023 14:51:34.117","17.720342920562330846","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","1627.4560356043548381","0","0","0","0","0","0"," "," "," "," ","0","1627.4560356043548381","0","0","425979.51495519472519","425979.51495519472519","0.12300280249146755551","0.12300280249146755551","0.12300280249146755551","1.7083519643566802415","0.51933501984045005173"
"03/14/2023 14:51:35.118","17.71959332230491313","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.87867162210764604","0","0","0","0","0","0"," "," "," "," ","0","131.87867162210764604","0","0","12276.705431003476406","12276.705431003476406","1.6563591708073865938","1.6563591708073865938","0.095348998915434357571","3.2173693426993277278","1.6563591708073865938"
"03/14/2023 14:51:36.118","17.718635503602829573","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.9861414551472194","0","0","0","0","0","0"," "," "," "," ","0","131.9861414551472194","0","0","53242.409546997565485","53242.409546997565485","0","0.0065995644287442090103","0","0.0065995644287442090103","0"
"03/14/2023 14:51:37.130","17.717552747977329375","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","193.70033155369506517","0","0","0","0","0","0"," "," "," "," ","0","193.70033155369506517","0","0","36431.474604058239493","36431.474604058239493","1.1678305637100372394","1.1678305637100372394","1.1678305637100372394","1.1678305637100372394","1.1678305637100372394"
"03/14/2023 14:51:38.137","17.717219590609246893","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.0719841379067816","0","0","0","0","0","0"," "," "," "," ","0","131.0719841379067816","0","0","8134.4067731646391621","8134.4067731646391621","0","0","0","0","0"
"03/14/2023 14:51:39.125","17.716636582677399048","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","133.57357687979006755","0","0","0","0","0","0"," "," "," "," ","0","133.57357687979006755","0","0","8289.6571348427278281","8289.6571348427278281","1.9684234599808503319","0.38726899965796368619","1.9684234599808503319","1.9684234599808503319","1.5731399045944005621"
"03/14/2023 14:51:40.134","17.716303425309316566","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","194.31985226139229894","0","0","0","0","0","0"," "," "," "," ","0","194.31985226139229894","0","0","12182.665023408104389","12182.665023408104389","0","0.85723789256196836206","0","2.4063435504906860452","0.46995652094167228441"
"03/14/2023 14:51:41.126","17.71605355146249039","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","133.03978574950383518","0","0","0","0","0","0"," "," "," "," ","0","133.03978574950383518","0","0","12384.794600681083466","12384.794600681083466","0.78716158910268063664","0.78716158910268063664","0.78716158910268063664","0","0.39346488875916518779"
"03/14/2023 14:51:42.137","17.715720417377472273","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","130.6307804120332321","0","0","0","0","0","0"," "," "," "," ","0","130.6307804120332321","0","0","8107.0254025407284644","8107.0254025407284644","1.0356324174412012695","0","0","0","0"
"03/14/2023 14:51:43.121","17.714762598675388716","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","134.14409209601669204","0","0","0","0","0","0"," "," "," "," ","0","134.14409209601669204","0","0","8325.0636549285500223","8325.0636549285500223","1.5562196043713449889","0","3.1440225139782507213","3.1440225139782507213","1.9531754127423806011"
"03/14/2023 14:51:44.132","17.714512724828558987","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","130.47379582076615634","0","0","0","0","0","0"," "," "," "," ","0","130.47379582076615634","0","0","12145.92426549677657","12145.92426549677657","0","0","0","0","0"
"03/14/2023 14:51:45.118","17.714262850981732811","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","133.98887729907656308","0","0","0","0","0","0"," "," "," "," ","0","133.98887729907656308","0","0","8315.4309305608730938","8315.4309305608730938","0.080311322089610115427","0.080311322089610115427","3.2523649309121660522","4.8383917353234444647","2.0628499028894853318"
"03/14/2023 14:51:46.126","17.713346685681806036","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","130.86716150316399876","0","0","0","0","0","0"," "," "," "," ","0","130.86716150316399876","0","0","56851.867494223006361","56851.867494223006361","0.85739516090894696276","0.85739516090894696276","0","0","0"
"03/14/2023 14:51:47.142","17.712971874911566772","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","129.97036970957827862","0","0","0","0","0","0"," "," "," "," ","0","129.97036970957827862","0","0","8066.0399140974632246","8066.0399140974632246","1.5384712331351413361","9.8461528819093757647e-006","9.8461528819093757647e-006","1.5384712331351413361","0.76924053964401162276"
"03/14/2023 14:51:48.132","17.712722024347801408","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","133.31842590934527948","0","0","0","0","0","0"," "," "," "," ","0","133.31842590934527948","0","0","8273.8223109799746453","8273.8223109799746453","0","0","0","0","0"
"03/14/2023 14:51:49.126","17.707308269503364784","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.76069221424921807","0","0","0","0","0","0"," "," "," "," ","0","132.76069221424921807","0","0","12358.813529762835969","12358.813529762835969","0.9950431895451972153","0.9950431895451972153","0.9950431895451972153","0.9950431895451972153","0.9950431895451972153"
"03/14/2023 14:51:50.137","17.798550850199198692","0","0","0","3080.5296769402116297","0","0","0","0","0","0"," "," "," "," ","0","6444.0762146593824582","0","0","0","0","0","0"," "," "," "," ","3080.5296769402116297","6444.0762146593824582","3420458.655541267246","3420458.655541267246","582151.82865011342801","582151.82865011342801","11.865084729258445151","14.957537896652883802","18.049991064047333111","22.688670815138991088","16.890326074199478512"
"03/14/2023 14:51:51.130","17.798550850199198692","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","343.14696763238555377","0","0","0","0","0","0"," "," "," "," ","0","343.14696763238555377","0","0","45339.676755556487478","45339.676755556487478","2.5156840314702999528","0.94335635455853328324","5.6603393852938443942","0.94335635455853328324","2.5156840314702999528"
"03/14/2023 14:51:52.131","17.798550850199198692","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","922.08040920789687789","0","0","0","0","0","0"," "," "," "," ","0","922.08040920789687789","0","0","24551.51477431557214","24551.51477431557214","0.099640618447160989035","0","0","0.099640618447160989035","0"
"03/14/2023 14:51:53.126","17.798550850199198692","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","358.89308926726698701","0","0","0","0","0","0"," "," "," "," ","0","358.89308926726698701","0","0","8235.440300497062708","8235.440300497062708","1.0405184225232844142","1.0405184225232844142","1.0405184225232844142","2.6113038443879910133","1.4332097514761055201"
"03/14/2023 14:51:54.142","17.798550850199198692","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","129.97044649279180817","0","0","0","0","0","0"," "," "," "," ","0","129.97044649279180817","0","0","8066.0446793102310039","8066.0446793102310039","0","0","3.0768849041269752398","4.6153470485059138184","1.9230432189216384309"
"03/14/2023 14:51:55.133","18.01610049279781478","0","0","0","1641.850041066433505","0","0","0","0","0","0"," "," "," "," ","0","7373.6928396265702759","0","0","0","0","0","0"," "," "," "," ","1641.850041066433505","7373.6928396265702759","12400.155688152633957","12400.155688152633957","4372088.2263811500743","4372088.2263811500743","10.132702403100724453","10.132702403100724453","13.285940915272631102","8.5560831470147817868","10.526852171940593195"
"03/14/2023 14:51:56.119","18.229818860588085982","0","0","0","1552.5350585435517132","0","0","0","0","0","0"," "," "," "," ","0","4759.0117764499600526","0","0","0","0","0","0"," "," "," "," ","1552.5350585435517132","4759.0117764499600526","33228.914956469692697","33228.914956469692697","4180612.862960843835","4180612.862960843835","20.774486311910113301","12.851934943101127828","46.126650692098877471","4.9293835742921343623","21.170618950783438805"
"03/14/2023 14:51:57.135","18.180595342577575479","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","129.97808687617165901","0","0","0","0","0","0"," "," "," "," ","0","129.97808687617165901","5545227.5492887739092","5545227.5492887739092","1981338.6915814965032","1981338.6915814965032","19.995761990887494619","32.30410629998172567","24.611391106797832151","23.072848068161057711","24.996021943119295372"
"03/14/2023 14:51:58.119","18.381862067240721359","0","0","0","1556.2810976860985193","0","0","0","0","0","0"," "," "," "," ","0","6977.8687075755942715","0","0","0","0","0","0"," "," "," "," ","1556.2810976860985193","6977.8687075755942715","10918770.659834742546","10918770.659834742546","5717622.3438080940396","5717622.3438080940396","14.286175779828180765","11.111589697599599802","25.397227067628236341","28.571813149856815528","19.84170142372821033"
"03/14/2023 14:51:59.134","18.48718042450192911","0","0","0","3525.9736551379178309","0","0","0","0","0","0"," "," "," "," ","0","5727.6148427638272551","0","0","0","0","0","0"," "," "," "," ","3525.9736551379178309","5727.6148427638272551","1401488.3724593985826","1401488.3724593985826","1519959.5118579450063","1519959.5118579450063","7.6819271641424213826","12.297830805935294762","13.836465353199589146","18.452368994992475848","13.067148079567447283"
"03/14/2023 14:52:00.119","18.321769409422241637","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","346.46714764976906054","0","0","0","0","0","0"," "," "," "," ","0","346.46714764976906054","245538.52425112546189","245538.52425112546189","2505845.4900798122399","2505845.4900798122399","23.805142726174779","28.567321305788862418","46.028642764373806529","12.693392707075268788","27.773624875853176519"
"03/14/2023 14:52:01.134","18.478435119259735586","0","0","0","3153.9845567996876525","0","0","0","0","0","0"," "," "," "," ","0","7577.2435730794868505","0","0","0","0","0","0"," "," "," "," ","3153.9845567996876525","7577.2435730794868505","0","0","116966.25088819672237","116966.25088819672237","76.921113584456563217","10.761639193232042544","3.0686770547175612478","10.761639193232042544","25.378267256409557717"
"03/14/2023 14:52:02.119","18.622649232536240049","0","0","0","1651.8247940120638759","0","0","0","0","0","0"," "," "," "," ","0","5065.1896820074725838","0","0","0","0","0","0"," "," "," "," ","1651.8247940120638759","5065.1896820074725838","84517255.219832375646","84517255.219832375646","3435990.6209672642872","3435990.6209672642872","4.7618854119386266888","7.9364892315406665446","47.619036976566242458","25.39681023935191817","21.428555464849363688"
"03/14/2023 14:52:03.119","18.622732516057492802","0","0","0","3269.0336710468118326","0","0","0","0","0","0"," "," "," "," ","0","5582.057495192200804","0","0","0","0","0","0"," "," "," "," ","3269.0336710468118326","5582.057495192200804","337972633.11812114716","337972633.11812114716","151553.56100167831755","151553.56100167831755","7.8139012287013258629","4.6889487279793362617","40.625902486282207349","4.6889487279793362617","14.454430292659548485"
"03/14/2023 14:52:04.119","18.6773281355102867","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","1027.8166375118678388","0","0","0","0","0","0"," "," "," "," ","0","1027.8166375118678388","325117295.07455867529","325117295.07455867529","155620.23734965681797","155620.23734965681797","7.8276992123998745399","10.952183984860896615","32.823577392088040483","3.1409720537083463121","13.686103161588658139"
"03/14/2023 14:52:05.134","18.804051638302404115","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","1327.3526316095244511","0","0","0","0","0","0"," "," "," "," ","0","1327.3526316095244511","2737576.1812281422317","2737576.1812281422317","3905205.3590779351071","3905205.3590779351071","4.6084060598845510981","23.071295209584320673","38.457036167667460802","39.99561026347576842","26.533091848590128592"
"03/14/2023 14:52:06.119","20.173856457735844572","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","134.01666944006717586","0","0","0","0","0","0"," "," "," "," ","0","134.01666944006717586","0","0","70695.823685233015567","70695.823685233015567","3.1682780650459263505","41.266004727978675248","11.105304453156916722","42.853410005600878208","24.598249312945597467"
"03/14/2023 14:52:07.134","20.877436343784776085","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","130.06085764297210972","0","0","0","0","0","0"," "," "," "," ","0","130.06085764297210972","718377.35285757016391","718377.35285757016391","510234073.08730489016","510234073.08730489016","18.456986103248794961","13.841343807206275329","9.2257015111637521443","53.843577039574782361","23.84190211529839587"
"03/14/2023 14:52:08.119","21.012447034244530641","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","284.44756524058880132","0","0","0","0","0","0"," "," "," "," ","0","284.44756524058880132","1826706.0098284760024","1826706.0098284760024","227625669.44226536155","227625669.44226536155","31.744159585837529391","19.0453985785514881","11.108672948997710961","76.189823111338668582","34.522008476676944611"
"03/14/2023 14:52:09.119","21.227789535473050364","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","196.01897463674484356","0","0","0","0","0","0"," "," "," "," ","0","196.01897463674484356","3318081.1902592172846","3318081.1902592172846","22091866.49267649278","22091866.49267649278","37.495762212678016567","20.307096821164471123","3.1184314296509252351","93.749576221267801657","38.667721671529328376"
"03/14/2023 14:52:10.118","21.385288150372282701","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.00658712869773126","0","0","0","0","0","0"," "," "," "," ","0","132.00658712869773126","3159197.6439624340273","3159197.6439624340273","57453362.92280985415","57453362.92280985415","35.934501734681177254","9.3707585515002129739","7.8081854230777958392","89.061988101043127131","35.543853452341565458"
"03/14/2023 14:52:11.134","21.547325984935120857","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","129.97758772822513151","0","0","0","0","0","0"," "," "," "," ","0","129.97758772822513151","2770838.5829016254283","2770838.5829016254283","27911056.336717572063","27911056.336717572063","38.457387649037741539","9.2246467823306694811","4.6089508560085086231","95.384304073677824931","36.91882234026368792"
"03/14/2023 14:52:12.118","21.749717118625930823","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","134.10313953736448411","0","0","0","0","0","0"," "," "," "," ","0","134.10313953736448411","2242919.7098089335486","2242919.7098089335486","24539996.769333455712","24539996.769333455712","33.329350873225493501","6.3436119409596258834","7.9310083487399651858","92.063017961098267961","34.916747281005847015"
"03/14/2023 14:52:13.118","21.900261128763727214","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.0082769189628209","0","0","0","0","0","0"," "," "," "," ","0","132.0082769189628209","1499230.0017211078666","1499230.0017211078666","66279483.723629467189","66279483.723629467189","48.434029610192766313","17.181926343642928146","9.3689005270054632746","87.499158693380067575","40.621003793555310324"
"03/14/2023 14:52:14.134","22.104651183379967705","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","224.5069414001434609","0","0","0","0","0","0"," "," "," "," ","0","224.5069414001434609","1839160.8639499752317","1839160.8639499752317","3835618.3807377773337","3835618.3807377773337","39.995952957811795159","15.378908017426894617","6.1475161647825622424","100","40.380599208414302836"
"03/14/2023 14:52:15.118","22.2864284231994354","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","231.63582540632529572","0","0","0","0","0","0"," "," "," "," ","0","231.63582540632529572","1772721.1631938393693","1772721.1631938393693","37440932.102561436594","37440932.102561436594","46.028088963589965488","14.279906000995822524","7.9302694084769971283","98.412590851870291431","41.662708726524002145"
"03/14/2023 14:52:16.118","22.442636062028501698","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","228.00907476117549777","0","0","0","0","0","0"," "," "," "," ","0","228.00907476117549777","1495099.5049602973741","1495099.5049602973741","82517204.184726551175","82517204.184726551175","40.622660532824994561","9.3714292343118348327","9.3714292343118348327","85.936945915669070928","36.325621229476446672"
"03/14/2023 14:52:17.134","22.597594354906490821","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","129.97724216650792073","0","0","0","0","0","0"," "," "," "," ","0","129.97724216650792073","1684379.0199400843121","1684379.0199400843121","17351977.58404603973","17351977.58404603973","44.611632522158792824","12.301751493418089822","7.6860542035979921849","98.461434236726631752","40.76521811397537931"
"03/14/2023 14:52:18.118","22.705244790461204474","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","134.09852116760393415","0","0","0","0","0","0"," "," "," "," ","0","134.09852116760393415","1860019.6332425763831","1860019.6332425763831","23664276.631432957947","23664276.631432957947","25.391792777183908925","25.391792777183908925","1.5806628124553578907","80.951096028217179423","33.328836098760085349"
"03/14/2023 14:52:19.118","22.90717782986051887","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.00992714652142013","0","0","0","0","0","0"," "," "," "," ","0","132.00992714652142013","2269354.6554700913839","2269354.6554700913839","79930746.792158767581","79930746.792158767581","31.248143699879893376","29.685601511240800932","17.185264002128054273","87.499662490887260446","41.404667926034001368"
"03/14/2023 14:52:20.134","23.04443733837559094","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","129.97609030738755109","0","0","0","0","0","0"," "," "," "," ","0","129.97609030738755109","2411852.0864214962348","2411852.0864214962348","32756621.543300647289","32756621.543300647289","32.30307975199393411","15.378849689992414085","15.378849689992414085","96.92286726145427167","39.995911598358254935"
"03/14/2023 14:52:21.118","23.215387045223124574","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","134.06444498183071801","0","0","0","0","0","0"," "," "," "," ","0","134.06444498183071801","2300513.3754167044535","2300513.3754167044535","43160626.166271805763","43160626.166271805763","19.042931247828441599","4.7563897033275797099","22.217718257717521624","87.3008519604436799","33.329472792329305264"
"03/14/2023 14:52:22.118","23.35543670304013375","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","714.26177694124896789","0","0","0","0","0","0"," "," "," "," ","0","714.26177694124896789","2078457.7547671222128","2078457.7547671222128","54486017.12527641654","54486017.12527641654","37.495787216058360514","6.2436808240875389941","6.2436808240875389941","92.186973402007296841","35.542525566223162059"
"03/14/2023 14:52:23.133","23.521264182292220823","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","351.52894412521288814","0","0","0","0","0","0"," "," "," "," ","0","351.52894412521288814","2335239.2700959350914","2335239.2700959350914","43073367.340066149831","43073367.340066149831","36.919356523771838852","4.6097586457037547092","10.763967765335769045","87.691581760735971329","34.996171097254126892"
"03/14/2023 14:52:24.118","23.680511844270050403","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","134.10439295513049274","0","0","0","0","0","0"," "," "," "," ","0","134.10439295513049274","2047359.575937526999","2047359.575937526999","69855742.278990373015","69855742.278990373015","33.328822551956271525","11.105096735941700103","1.580642814792598827","84.125910131418152105","32.535118058527189078"
"03/14/2023 14:52:25.133","23.885526560220291969","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","129.97798448653674086","0","0","0","0","0","0"," "," "," "," ","0","129.97798448653674086","2218290.9352368935943","2218290.9352368935943","2250556.9852039758116","2250556.9852039758116","41.534500995612056329","12.301751493418089822","12.301751493418089822","98.461434236726631752","41.149854631383277592"
"03/14/2023 14:52:26.117","24.247831670625096478","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","134.10466544035401171","0","0","0","0","0","0"," "," "," "," ","0","134.10466544035401171","1864266.1660634328146","1864266.1660634328146","76934269.817367732525","76934269.817367732525","33.328815778552311144","28.566588334163188989","6.3428602603472938881","92.062954259351471364","40.075309737812837341"
"03/14/2023 14:52:27.133","24.437896098112197762","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","1264.3151193182623047","0","0","0","0","0","0"," "," "," "," ","0","1264.3151193182623047","2419922.7704334589653","2419922.7704334589653","30031241.581079225987","30031241.581079225987","29.225988827405345205","32.30311974795294816","4.6089414630246068327","93.845738158904808301","39.99594704932193423"
"03/14/2023 14:52:28.117","24.613218457580828158","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","1304.4648356816239811","0","0","0","0","0","0"," "," "," "," ","0","1304.4648356816239811","2577394.9451174866408","2577394.9451174866408","62056700.128627955914","62056700.128627955914","36.503640525672643946","11.105096735941700103","3.1680518016507841494","84.125910131418152105","33.725669718962066668"
"03/14/2023 14:52:29.117","24.801075743697833076","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.00543862407130291","0","0","0","0","0","0"," "," "," "," ","0","132.00543862407130291","2506855.282437636517","2506855.282437636517","25908267.420617729425","25908267.420617729425","32.807951098289358072","3.1184411184637217396","3.1184411184637217396","85.936547904293121292","31.245345309877482265"
"03/14/2023 14:52:30.117","24.88057464940486696","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.01405949733646139","0","0","0","0","0","0"," "," "," "," ","0","132.01405949733646139","2248943.5124840796925","2248943.5124840796925","51561331.281781509519","51561331.281781509519","26.557564668345712278","9.3689095907244954731","14.056724611893923083","93.749579971774096521","35.933194710684560391"
"03/14/2023 14:52:31.117","25.248460081696617152","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","1476.0519570288875002","0","0","0","0","0","0"," "," "," "," ","0","1476.0519570288875002","3332725.3119309800677","3332725.3119309800677","47616652.10615413636","47616652.10615413636","43.746169114116675303","31.245317806142601569","24.994892152155557596","93.749574346012963133","48.433988354606952953"
"03/14/2023 14:52:32.117","25.14526560556731738","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","1284.1365037103444138","0","0","0","0","0","0"," "," "," "," ","0","1284.1365037103444138","2479879.6112026707269","2479879.6112026707269","52369854.91557752341","52369854.91557752341","43.74622537172244563","40.621015670151471966","46.871435073293419293","90.624370895287071903","55.465761752613595092"
"03/14/2023 14:52:33.133","25.301140087028301195","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","129.93771947292930236","0","0","0","0","0","0"," "," "," "," ","0","129.93771947292930236","3467525.8568678926677","3467525.8568678926677","30667443.799229294062","30667443.799229294062","33.84161354876489014","46.150150562948169863","46.150150562948169863","93.845731492908356586","54.996916465307201349"
"03/14/2023 14:52:34.117","25.48491622449013505","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","1500.0166160377184497","0","0","0","0","0","0"," "," "," "," ","0","1500.0166160377184497","2963284.8575253528543","2963284.8575253528543","28783148.106010526419","28783148.106010526419","42.853276473105381683","49.202912420538112315","42.853276473105381683","95.237773039425448474","57.5368045218348243"
"03/14/2023 14:52:35.117","25.65465826207181621","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","1284.0720364412443359","0","0","0","0","0","0"," "," "," "," ","0","1284.0720364412443359","3619019.0269674127921","3619019.0269674127921","34305924.56236794591","34305924.56236794591","64.060074054998722204","35.933175489345522635","45.308808344563253456","90.624367144782269179","58.981611258759954808"
"03/14/2023 14:52:36.117","25.833395432176391893","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.00022440038148375","0","0","0","0","0","0"," "," "," "," ","0","132.00022440038148375","2754564.6827599606477","2754564.6827599606477","61593704.70929800719","61593704.70929800719","46.871397880776321188","37.495762212678016567","39.058368157361066153","84.373940553169504142","51.949862200657207723"
"03/14/2023 14:52:37.132","26.020211616070060501","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","129.98426894926919317","0","0","0","0","0","0"," "," "," "," ","0","129.98426894926919317","4109582.6471000951715","4109582.6471000951715","16426734.416043208912","16426734.416043208912","50.765895575252258709","47.688764048705522214","52.304461338525619851","93.84573694690652701","61.151219400757931055"
"03/14/2023 14:52:38.117","26.230473519822229633","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","1499.5775580293843632","0","0","0","0","0","0"," "," "," "," ","0","1499.5775580293843632","3079977.8761511496268","3079977.8761511496268","73383164.823893114924","73383164.823893114924","50.790356403288349441","33.328869965745511195","41.265909255537714273","80.951105704498715454","51.584060332267576143"
"03/14/2023 14:52:39.132","26.370273303792409081","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","129.97564236768749879","0","0","0","0","0","0"," "," "," "," ","0","129.97564236768749879","4296348.7971197394654","4296348.7971197394654","30338615.103622585535","30338615.103622585535","47.688722840723407614","47.688722840723407614","35.380187038540690025","96.922866049454313497","56.920124692360452912"
"03/14/2023 14:52:40.117","26.600607746886229421","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","134.10625950109829319","0","0","0","0","0","0"," "," "," "," ","0","134.10625950109829319","2708523.8040134552866","2708523.8040134552866","42608143.236863858998","42608143.236863858998","52.377759423107981718","49.202943384648520464","46.028127346189052105","88.888143865391867848","59.124238425128694985"
"03/14/2023 14:52:41.132","26.736659562852388206","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","1453.281146493102824","0","0","0","0","0","0"," "," "," "," ","0","1453.281146493102824","2451027.5761082158424","2451027.5761082158424","19062259.509539276361","19062259.509539276361","41.534466453633854144","50.765866487270614016","50.765866487270614016","100","60.766549857043770544"
"03/14/2023 14:52:42.116","26.93680190177094147","0","0","0","0","0","0","0","0","0","0"," "," "," "," ","0","134.1124726123534856","0","0","0","0","0","0"," "," "," "," ","0","134.1124726123534856","2893838.2938861479051","2893838.2938861479051","67796342.082309499383","67796342.082309499383","49.202912420538112315","44.440685459963567894","39.678458499389016367","90.475546078850896947","55.949405694394151567"
