"Zeit","RAM","\\DJ-TESLA\Auslagerungsdatei(\??\C:\pagefile.sys)\Belegung (%)","Auslagerungsdatei","\\DJ-TESLA\Netzwerkadapter(Microsoft Kernel Debug Network Adapter)\Bytes gesendet/s","NetzwerkGesendet","\\DJ-TESLA\Netzwerkadapter(WAN Miniport [IP])\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(WAN Miniport [IPv6])\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(WAN Miniport [Network Monitor])\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(Teredo Tunneling Pseudo-Interface)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(Microsoft IP-HTTPS Platform Interface)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(6to4 Adapter)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 1)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 2)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 3)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 4)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(Microsoft Kernel Debug Network Adapter)\Empfangene Bytes/s","NetzwerkEmpfangen","\\DJ-TESLA\Netzwerkadapter(WAN Miniport [IP])\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(WAN Miniport [IPv6])\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(WAN Miniport [Network Monitor])\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(Teredo Tunneling Pseudo-Interface)\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(Microsoft IP-HTTPS Platform Interface)\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(6to4 Adapter)\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 1)\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 2)\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 3)\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 4)\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkschnittstelle(Intel[R] Ethernet Connection I217-LM)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkschnittstelle(Intel[R] Ethernet Connection I217-LM)\Empfangene Bytes/s","FestplatteGeschrieben","FestplatteGelesen","\\DJ-TESLA\Physikalischer Datentr�ger(0 C:)\Bytes geschrieben/s","\\DJ-TESLA\Physikalischer Datentr�ger(_Total)\Bytes geschrieben/s","\\DJ-TESLA\Prozessor(0)\Prozessorzeit (%)","\\DJ-TESLA\Prozessor(1)\Prozessorzeit (%)","\\DJ-TESLA\Prozessor(2)\Prozessorzeit (%)","\\DJ-TESLA\Prozessor(3)\Prozessorzeit (%)","CPU","\\DJ-TESLA\GPU Process Memory(pid_1064_luid_0x00000000_0x00008CD0_phys_0)\Total Committed","\\DJ-TESLA\GPU Process Memory(pid_1064_luid_0x00000000_0x00008FE9_phys_0)\Total Committed","\\DJ-TESLA\GPU Process Memory(pid_2916_luid_0x00000000_0x00008CD0_phys_0)\Total Committed","\\DJ-TESLA\GPU Process Memory(pid_4872_luid_0x00000000_0x00008CD0_phys_0)\Total Committed","\\DJ-TESLA\GPU Process Memory(pid_4872_luid_0x00000000_0x00008FE9_phys_0)\Total Committed","\\DJ-TESLA\GPU Process Memory(pid_4_luid_0x00000000_0x00008CD0_phys_0)\Total Committed","\\DJ-TESLA\GPU Process Memory(pid_4_luid_0x00000000_0x00008FE9_phys_0)\Total Committed","\\DJ-TESLA\GPU Process Memory(pid_4_luid_0x00000000_0x00009030_phys_0)\Total Committed","\\DJ-TESLA\GPU Process Memory(pid_5128_luid_0x00000000_0x00008CD0_phys_0)\Total Committed","\\DJ-TESLA\GPU Process Memory(pid_5148_luid_0x00000000_0x00008CD0_phys_0)\Total Committed","\\DJ-TESLA\GPU Process Memory(pid_5796_luid_0x00000000_0x00008CD0_phys_0)\Total Committed","\\DJ-TESLA\GPU Process Memory(pid_7328_luid_0x00000000_0x00008FE9_phys_0)\Total Committed","\\DJ-TESLA\GPU Process Memory(pid_8176_luid_0x00000000_0x00008CD0_phys_0)\Total Committed","\\DJ-TESLA\GPU Process Memory(pid_824_luid_0x00000000_0x00008CD0_phys_0)\Total Committed"
"01/09/2023 20:09:06.042","47.375313646014625135","0","5.75537109375"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"01/09/2023 20:35:26.047","45.798927253531040549","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","133.13874903436584418","0","0","0","0","0","0"," "," "," "," ","0","133.13874903436584418","0","0","8262.6714552236735472","8262.6714552236735472","2.2936952176508151879","5.4455115009524046599","0.71778707600002045197","2.2936952176508151879","2.6876772959695705012"
"01/09/2023 20:35:27.058","45.798927253531040549","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","193.72006975503899184","0","0","0","0","0","0"," "," "," "," ","0","193.72006975503899184","0","0","12145.062332397546925","12145.062332397546925","0","0","1.155707239810688236","0","0"
"01/09/2023 20:35:28.055","45.798927253531040549","0","5.64697265625","0","2076.4492617264436376","0","0","0","0","0","0"," "," "," "," ","0","9018.3533426166377467","0","0","0","0","0","0"," "," "," "," ","2076.4492617264436376","9018.3533426166377467","0","0","98657.935343043165631","98657.935343043165631","5.9201088617236390377","4.3521106760856964613","7.4881070473615700678","7.4881070473615700678","6.3121134257273165957"
"01/09/2023 20:35:29.051","45.798927253531040549","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","2639.525222933416444","0","0","0","0","0","0"," "," "," "," ","0","2639.525222933416444","0","0","12341.889626866750405","12341.889626866750405","0","2.6977262555332948146","2.6977262555332948146","4.2671177675408289431","2.3053733554785793558"
"01/09/2023 20:35:30.043","45.798927253531040549","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","910.59122351227119907","0","0","0","0","0","0"," "," "," "," ","0","910.59122351227119907","0","0","8251.7293174917322176","8251.7293174917322176","0","0.84571366407761860984","0.84571366407761860984","0","0.058774883633783137071"
"01/09/2023 20:35:31.050","45.798927253531040549","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","1719.6103791790526429","0","0","0","0","0","0"," "," "," "," ","0","1719.6103791790526429","0","0","54900.44776390583138","54900.44776390583138","0.71624295172197927073","2.2675516556013297631","5.3701690633600200897","3.8188603594806691532","3.0432060075409994582"
"01/09/2023 20:35:32.046","45.798927253531040549","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","1097.3853086637363958","0","0","0","0","0","0"," "," "," "," ","0","1097.3853086637363958","0","0","148183.19420725267264","148183.19420725267264","0","1.0735858761169447817","0","0","0"
"01/09/2023 20:35:33.054","45.798927253531040549","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","194.39665526669139695","0","0","0","0","0","0"," "," "," "," ","0","194.39665526669139695","0","0","97499.840812943017227","97499.840812943017227","3.921262147823700861","3.921262147823700861","5.4709192099555714606","2.3716050856918191592","3.921262147823700861"
"01/09/2023 20:35:34.048","45.798927253531040549","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","197.06511725223663234","0","0","0","0","0","0"," "," "," "," ","0","197.06511725223663234","0","0","12354.776330589202189","12354.776330589202189","0","1.0272056417132024997","4.1691991134048533851","5.7401958492506732767","2.5982023775590334935"
"01/09/2023 20:35:35.039","45.798927253531040549","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","1683.0269057277905631","0","0","0","0","0","0"," "," "," "," ","0","1683.0269057277905631","0","0","12398.701809102572952","12398.701809102572952","0.67031079862431841576","0","0.67031079862431841576","2.2469725319794964236","0.67031079862431841576"
"01/09/2023 20:35:36.058","45.798927253531040549","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","1134.524918181223029","0","0","0","0","0","0"," "," "," "," ","0","1134.524918181223029","0","0","8039.816721228874485","8039.816721228874485","0.32799878151131833803","1.8614141848726784012","1.8614141848726784012","4.9282449915954096298","2.244763128783733297"
"01/09/2023 20:35:37.049","45.798685645172064085","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","133.27139578868448666","0","0","0","0","0","0"," "," "," "," ","0","133.27139578868448666","0","0","8270.9035931886610342","8270.9035931886610342","0.61606680417617409873","5.3486350515963509977","5.3486350515963509977","0.61606680417617409873","2.9823509278862569971"
"01/09/2023 20:35:38.054","45.798685645172064085","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","1724.0375326554308231","0","0","0","0","0","0"," "," "," "," ","0","1724.0375326554308231","0","0","12231.508776714741543","12231.508776714741543","0.4596177609505813777","2.0149362334357379112","2.0149362334357379112","2.0149362334357379112","1.6261115923335567324"
"01/09/2023 20:35:39.057","45.798081589350033482","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.57885555701864178","0","0","0","0","0","0"," "," "," "," ","0","131.57885555701864178","0","0","12248.79528094428133","12248.79528094428133","0.31504433388718222631","1.8726217661701904937","0.31504433388718222631","0","0.31504433388718222631"
"01/09/2023 20:35:40.055","45.79711508606493453","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.2325706452508598","0","0","0","0","0","0"," "," "," "," ","0","132.2325706452508598","0","0","8206.4334751961741858","8206.4334751961741858","1.3915326392900051466","2.9567464069203186483","4.5219601745506317059","2.9567464069203186483","2.9567464069203186483"
"01/09/2023 20:35:41.055","45.793853198595776632","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.99403386966909579","0","0","0","0","0","0"," "," "," "," ","0","131.99403386966909579","0","0","8191.6297383358278239","8191.6297383358278239","3.1310930542468917714","4.6934947791783869775","1.5686913293153859073","0.0062896043838800430592","2.3498921917811332882"
"01/09/2023 20:35:42.059","45.793853198595776632","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.52457810751477041","0","0","0","0","0","0"," "," "," "," ","0","131.52457810751477041","0","0","8162.4950292178864402","8162.4950292178864402","0.3594135593500635828","1.9162977224852273395","0.3594135593500635828","0.3594135593500635828","0.74862961810453487743"
"01/09/2023 20:35:43.051","45.793853198595776632","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.95435968928566695","0","0","0","0","0","0"," "," "," "," ","0","132.95435968928566695","0","0","99014.737688602559501","99014.737688602559501","0.85053745429808369494","5.5719404326648351855","7.1457414254537550136","0.85053745429808369494","3.6046942278418647732"
"01/09/2023 20:35:44.043","45.793853198595776632","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","359.88378475562529957","0","0","0","0","0","0"," "," "," "," ","0","359.88378475562529957","0","0","8258.1735706388863036","8258.1735706388863036","0","0.767588847219535797","0","0","0"
"01/09/2023 20:35:45.065","45.792725623071362406","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","129.24021732329998713","0","0","0","0","0","0"," "," "," "," ","0","129.24021732329998713","0","0","12031.089321732652024","12031.089321732652024","2.0839089983516800864","3.6138479202524331768","2.0839089983516800864","0.5539700764509269959","2.0839089983516800864"
"01/09/2023 20:35:46.042","45.792403455309667493","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","135.09076871559790334","0","0","0","0","0","0"," "," "," "," ","0","135.09076871559790334","0","0","12575.722469524751432","12575.722469524751432","0","0.86375174543755761647","0","0.86375174543755761647","0.064265872416890967855"
"01/09/2023 20:35:47.064","45.789262360378465644","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","223.02094587291423977","0","0","0","0","0","0"," "," "," "," ","0","223.02094587291423977","0","0","28045.862105562267971","28045.862105562267971","3.7125317644715827292","3.7125317644715827292","3.7125317644715827292","2.1841592527965358883","3.3304435273448618204"
"01/09/2023 20:35:48.055","45.789262360378465644","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","229.95672476671245477","0","0","0","0","0","0"," "," "," "," ","0","229.95672476671245477","0","0","90885.35255341224547","90885.35255341224547","0","0.66400593367004212553","0","0.66400593367004212553","0"
"01/09/2023 20:35:49.046","45.771140662434312674","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","327.32384269301047652","0","0","0","0","0","0"," "," "," "," ","0","327.32384269301047652","0","0","12414.059811764544065","12414.059811764544065","2.18013839276337551","2.18013839276337551","5.335617799448433729","3.7578780961059043975","3.3634381215032260748"
"01/09/2023 20:35:50.066","45.771140662434312674","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","223.41321498965487535","0","0","0","0","0","0"," "," "," "," ","0","223.41321498965487535","0","0","8027.1976192774245646","8027.1976192774245646","0.48142249662213032479","3.5435325736491329884","2.0124775351356261055","5.0745876121626398714","2.7780050543923850981"
"01/09/2023 20:35:51.050","45.771140662434312674","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","231.83899879718268267","0","0","0","0","0","0"," "," "," "," ","0","231.83899879718268267","0","0","8329.9345532742136129","8329.9345532742136129","0","1.4966610037203009753","1.4966610037203009753","1.4966610037203009753","1.099475204714084331"
"01/09/2023 20:35:52.042","45.771140662434312674","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.9984995351097723","0","0","0","0","0","0"," "," "," "," ","0","132.9984995351097723","0","0","8253.9674863001473568","8253.9674863001473568","0","0.81837997762008729552","0.81837997762008729552","2.3926914065467541626","0.81837997762008729552"
"01/09/2023 20:35:53.063","45.767476047800734307","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","129.24620285426530586","0","0","0","0","0","0"," "," "," "," ","0","129.24620285426530586","0","0","36094.939560754821287","36094.939560754821287","0.54930565912028050946","3.6093270234550445252","3.6093270234550445252","2.0793163412876625173","2.4618141157953243869"
"01/09/2023 20:35:54.053","45.767476047800734307","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","133.36364325225429184","0","0","0","0","0","0"," "," "," "," ","0","133.36364325225429184","0","0","8276.6285266853574285","8276.6285266853574285","0.55362648533103797632","5.2891680812676478141","5.2891680812676478141","2.1321403506432412556","3.3160308008717609418"
"01/09/2023 20:35:55.053","45.767476047800734307","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.05276828620716856","0","0","0","0","0","0"," "," "," "," ","0","132.05276828620716856","0","0","8195.2748318227968412","8195.2748318227968412","0","1.5200157347879827974","1.5200157347879827974","0","0.73842855807995100292"
"01/09/2023 20:35:56.053","46.009743014818461404","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.91426891663107313","0","0","0","0","0","0"," "," "," "," ","0","131.91426891663107313","0","0","12280.019215511838411","12280.019215511838411","3.1928714778069133828","9.4384926727871132357","0.070060880316813456403","6.3156820752970137534","4.7542767765519577949"
"01/09/2023 20:35:57.057","46.009743014818461404","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.51152673624358158","0","0","0","0","0","0"," "," "," "," ","0","131.51152673624358158","0","0","12242.527579810312091","12242.527579810312091","0","0","1.9195129727790805063","1.9195129727790805063","0.36267984536287878328"
"01/09/2023 20:35:58.050","46.009743014818461404","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","1422.3237950338739211","0","0","0","0","0","0"," "," "," "," ","0","1422.3237950338739211","0","0","103148.69448404297873","103148.69448404297873","2.4217732353525422972","7.1433003368677416844","3.9956156025242717256","2.4217732353525422972","3.9956156025242717256"
"01/09/2023 20:35:59.042","46.009743014818461404","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","1617.3194342003569091","0","0","0","0","0","0"," "," "," "," ","0","1617.3194342003569091","0","0","12390.038159260589964","12390.038159260589964","0","2.3170644399830964133","0","0.74153322127314957868","0.34764537489576641249"
"01/09/2023 20:36:00.060","46.005877048244201433","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","887.97690081327482403","0","0","0","0","0","0"," "," "," "," ","0","887.97690081327482403","0","0","8046.7995259539238759","8046.7995259539238759","3.3053533201515938877","4.8401889817364818214","1.7705176585666948519","4.8401889817364818214","3.6890671470219293937"
"01/09/2023 20:36:01.061","46.002091641072674122","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.84293551092585517","0","0","0","0","0","0"," "," "," "," ","0","131.84293551092585517","0","0","8182.2524826174585542","8182.2524826174585542","0.12320801059813035749","0.12320801059813035749","1.6837828854325276318","1.6837828854325276318","0.90349544801532344351"
"01/09/2023 20:36:02.052","45.759824674054939919","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","520.72442859576358387","0","0","0","0","0","0"," "," "," "," ","0","520.72442859576358387","0","0","8267.0048818924333318","8267.0048818924333318","2.2390117153740951572","2.2390117153740951572","5.3925919826200878759","0.6622215817510990199","2.6332042030514091202"
"01/09/2023 20:36:03.056","45.759824674054939919","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","1405.7839047300644779","0","0","0","0","0","0"," "," "," "," ","0","1405.7839047300644779","0","0","12233.904122750023816","12233.904122750023816","0","0","0.43505896634067342532","0.43505896634067342532","0"
"01/09/2023 20:36:04.048","45.759824674054939919","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","133.1434626862420032","0","0","0","0","0","0"," "," "," "," ","0","133.1434626862420032","0","0","335166.47673549986212","335166.47673549986212","0.71018631030630441359","5.4382726764821924803","0.71018631030630441359","2.2862150990315965871","2.2862150990315965871"
"01/09/2023 20:36:05.055","45.759824674054939919","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","512.27483981979833061","0","0","0","0","0","0"," "," "," "," ","0","512.27483981979833061","0","0","8132.8594724879612841","8132.8594724879612841","2.2778457138058039178","2.2778457138058039178","3.8289910199358678788","0.72670040767572885443","2.2778457138058039178"
"01/09/2023 20:36:06.051","45.759824674054939919","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","1417.1258860424040904","0","0","0","0","0","0"," "," "," "," ","0","1417.1258860424040904","335035.85820270504337","335035.85820270504337","8221.7388516001228709","8221.7388516001228709","5.9167477120709239813","5.9167477120709239813","4.348693507272106018","2.7806393024732867225","4.7407120762452681362"
"01/09/2023 20:36:07.055","45.758858170769848073","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.54199707458570856","0","0","0","0","0","0"," "," "," "," ","0","131.54199707458570856","0","0","12245.364091306886621","12245.364091306886621","1.8965716047144698386","5.0109661569457504271","8.125360709177043006","3.4537688808301103549","4.6216618548855610271"
"01/09/2023 20:36:08.051","45.758858170769848073","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.45863803419339888","0","0","0","0","0","0"," "," "," "," ","0","132.45863803419339888","0","0","106866.02360673833755","106866.02360673833755","5.9218648724887579249","2.7859270349050446747","4.3538959536968953046","4.3538959536968953046","4.3538959536968953046"
"01/09/2023 20:36:09.053","45.758858170769848073","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","515.2246898866585525","0","0","0","0","0","0"," "," "," "," ","0","515.2246898866585525","0","0","8179.6912006812153777","8179.6912006812153777","0.15288590110822397605","1.7129970589034093642","0.15288590110822397605","1.7129970589034093642","0.93294148000581111901"
"01/09/2023 20:36:10.046","45.758858170769848073","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.95360976604698067","0","0","0","0","0","0"," "," "," "," ","0","132.95360976604698067","0","0","8251.1816000261878798","8251.1816000261878798","0","0.84629294318723236046","0","0.84629294318723236046","0.059358760196648319152"
"01/09/2023 20:36:11.065","45.758858170769848073","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","129.49462857261701743","0","0","0","0","0","0"," "," "," "," ","0","129.49462857261701743","0","0","12054.772696214529788","12054.772696214529788","0.36598608316998904044","4.9644790331775272563","3.431648049841684589","1.8988170665058312636","2.6652325581737579263"
"01/09/2023 20:36:12.043","45.758858170769848073","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","134.89469169971499696","0","0","0","0","0","0"," "," "," "," ","0","134.89469169971499696","0","0","8371.6463212429189298","8371.6463212429189298","0","0","1.0016638873895034045","0","0"
"01/09/2023 20:36:13.052","45.758858170769848073","0","5.64697265625","0","63.468646835557400721","0","0","0","0","0","0"," "," "," "," ","0","200.32291657472802626","0","0","0","0","0","0"," "," "," "," ","63.468646835557400721","200.32291657472802626","0","0","12185.980192427019574","12185.980192427019574","3.927912861055016247","7.0270124461822796036","0.8288132759277644368","3.927912861055016247","3.927912861055016247"
"01/09/2023 20:36:14.042","45.758858170769848073","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","360.50235245456661914","0","0","0","0","0","0"," "," "," "," ","0","360.50235245456661914","0","0","8272.3677067445642024","8272.3677067445642024","0","0.60000989582124075739","0.60000989582124075739","0.60000989582124075739","0.20556044175753518388"
"01/09/2023 20:36:15.054","45.758858170769848073","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","130.3981242427400673","0","0","0","0","0","0"," "," "," "," ","0","130.3981242427400673","0","0","12138.879929505983455","12138.879929505983455","2.7583294436665073412","5.8453666041850311785","2.7583294436665073412","7.3888851844442937633","4.6877326082500498927"
"01/09/2023 20:36:16.057","45.758858170769848073","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.63651209914064566","0","0","0","0","0","0"," "," "," "," ","0","131.63651209914064566","0","0","8169.4417205769714201","8169.4417205769714201","0","3.3920051760943148444","3.3920051760943148444","0","1.054714978741755349"
"01/09/2023 20:36:17.061","45.758858170769848073","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.49854345439101166","0","0","0","0","0","0"," "," "," "," ","0","131.49854345439101166","0","0","12241.318954299673351","12241.318954299673351","3.4880970811612566074","3.4880970811612566074","0.374809890230975995","1.9314534856961107501","2.3206094033028978885"
"01/09/2023 20:36:18.053","45.758858170769848073","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","133.00725060813030609","0","0","0","0","0","0"," "," "," "," ","0","133.00725060813030609","0","0","99054.126998345775064","99054.126998345775064","0.81293341914179251262","3.9617291836134826966","0.81293341914179251262","3.9617291836134826966","2.3873313013776376046"
"01/09/2023 20:36:19.046","45.758777634650179778","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.92103644573981569","0","0","0","0","0","0"," "," "," "," ","0","132.92103644573981569","0","0","8249.160080026518699","8249.160080026518699","0.87493883826385010494","5.5951798459655694984","0.87493883826385010494","0","1.6616456728808071119"
"01/09/2023 20:36:20.055","45.758777634650179778","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","130.86782320113999845","0","0","0","0","0","0"," "," "," "," ","0","130.86782320113999845","0","0","41116.290634830889758","41116.290634830889758","0","0.85528182580153488956","0","0.85528182580153488956","0.080713715065616753463"
"01/09/2023 20:36:21.050","45.758777634650179778","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.72430306669556899","0","0","0","0","0","0"," "," "," "," ","0","132.72430306669556899","0","0","8236.9506872906822537","8236.9506872906822537","1.0291062653062454935","2.6000728325236033278","2.6000728325236033278","2.6000728325236033278","2.2073362178122724053"
"01/09/2023 20:36:22.053","45.758777634650179778","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.55414983080842717","0","0","0","0","0","0"," "," "," "," ","0","131.55414983080842717","0","0","12246.495402431619368","12246.495402431619368","5.0084668912212526592","1.8939903958514525684","1.8939903958514525684","3.4512286435363526138","3.0619140984527337679"
"01/09/2023 20:36:23.052","45.758777634650179778","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.15045329107189787","0","0","0","0","0","0"," "," "," "," ","0","132.15045329107189787","0","0","90214.709446705077426","90214.709446705077426","1.4484956197329035277","3.0128052130704796596","1.4484956197329035277","1.4484956197329035277","1.8395780238580017318"
"01/09/2023 20:36:24.046","45.758777634650179778","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.84806217450338295","0","0","0","0","0","0"," "," "," "," ","0","132.84806217450338295","0","0","12366.946878790133269","12366.946878790133269","0","0.93166254760438382831","0","0.93166254760438382831","0.14540590115679208338"
"01/09/2023 20:36:25.065","45.755757355540005449","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","129.45419268295481174","0","0","0","0","0","0"," "," "," "," ","0","129.45419268295481174","0","0","8034.0056549906503278","8034.0056549906503278","0.39624763182117828109","3.4609784739189963787","3.4609784739189963787","3.4609784739189963787","2.6947957633945418543"
"01/09/2023 20:36:26.055","45.755757355540005449","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","133.37097358587868712","0","0","0","0","0","0"," "," "," "," ","0","133.37097358587868712","0","0","8277.0834516327140591","8277.0834516327140591","0.5405943911311106298","2.1193151150814104611","0.5405943911311106298","2.1193151150814104611","1.3299547531062660966"
"01/09/2023 20:36:27.046","45.755757355540005449","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","133.15636986279949383","0","0","0","0","0","0"," "," "," "," ","0","133.15636986279949383","0","0","8263.7650145155566861","8263.7650145155566861","0","3.8529920444497989251","2.2768115861620974449","2.2768115861620974449","1.8827614278126958425"
"01/09/2023 20:36:28.054","45.755757355540005449","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","1274.2576630372486761","0","0","0","0","0","0"," "," "," "," ","0","1274.2576630372486761","0","0","16259.686566356918775","16259.686566356918775","0.75286888719551248172","3.8543417344706565331","0.75286888719551248172","0.75286888719551248172","1.528237099014295719"
"01/09/2023 20:36:29.057","45.755757355540005449","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","450.58183872081013988","0","0","0","0","0","0"," "," "," "," ","0","450.58183872081013988","0","0","12249.446093365741035","12249.446093365741035","0.31986358972692086056","1.8773657211374472631","0.31986358972692086056","0.31986358972692086056","0.70924410658637082605"
"01/09/2023 20:36:30.050","45.755757355540005449","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","1942.0922094905051836","0","0","0","0","0","0"," "," "," "," ","0","1942.0922094905051836","0","0","8251.8772718600721419","8251.8772718600721419","0.84247756660212891333","2.416406494116374315","5.5642643491448762205","3.9903354216306308189","3.203370957873508118"
"01/09/2023 20:36:31.054","45.755757355540005449","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.41452202148985862","0","0","0","0","0","0"," "," "," "," ","0","131.41452202148985862","0","0","8155.6648818185221899","8155.6648818185221899","0.44175982331200458475","0.44175982331200458475","1.9973573260727461864","3.5529548288334988904","1.6084529724705531883"
"01/09/2023 20:36:32.053","45.755757355540005449","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","516.4564958967231405","0","0","0","0","0","0"," "," "," "," ","0","516.4564958967231405","0","0","8199.2473147014643473","8199.2473147014643473","1.4763805041987154709","3.040247480322555429","6.1679814325702135847","0","2.6492857406659187092"
"01/09/2023 20:36:33.059","45.75543518777830343","0","5.64697265625","0","0","0","0","0","0","0","0"," "," "," "," ","0","1276.6263339576937597","0","0","0","0","0","0"," "," "," "," ","0","1276.6263339576937597","0","0","101811.94439039552526","101811.94439039552526","0","2.128140624077212717","0.57461904668161256637","0","0.18623368106366333663"
