,Zeit,RAM,Auslagerungsdatei,NetzwerkGesendet,NetzwerkEmpfangen,FestplatteGeschrieben,FestplatteGelesen,CPU,Wert 1-avg[W],startstop
227,17:03:55,23.10436342915156,0,0.0,130.0102067861585,68402829.53426108,68402829.53426108,26.91476544532572,35.690718,runtime
228,17:03:56,28.779560660193567,0,0.0,134.0771091675122,11832849.318355024,11832849.318355024,24.20556891103785,51.900156,runtime
229,17:03:57,30.024224456870975,0,0.0,129.99596914013873,13090231.679407092,13090231.679407092,23.840949722496728,51.939216,runtime
230,17:03:58,30.187594920906143,0,0.0,199.106074675546,12863455.187266883,12863455.187266883,25.391701819980216,52.059168,runtime
231,17:03:59,31.224870269937643,0,0.0,196.00321445271703,91074517.622089,91074517.622089,23.048547541663588,53.336752,runtime
232,17:04:00,36.6597800833778,0,0.0,131.84832169072695,489305902.4897758,489305902.4897758,9.863905383959873,38.8416,runtime
233,17:04:01,47.11702995633637,0,0.0,1579.5389440053443,21214886.031932287,21214886.031932287,26.923127289906112,56.67732,runtime
234,17:04:02,47.111366327645115,0,0.0,199.1207194759874,0.0,0.0,25.78817241530652,58.396632,runtime
235,17:04:03,46.99284675228243,0,0.0,1985.04852783937,0.0,0.0,26.918572408746133,59.031378,runtime
236,17:04:04,41.74013061955109,0,0.0,134.10848034975493,66582.82854698136,66582.82854698136,26.979179186033488,52.653692,runtime
237,17:04:05,41.73967252525959,0,0.0,129.97715257673303,411389.50401013973,411389.50401013973,26.14890153876148,51.840432,runtime
238,17:04:06,41.73967252525959,0,0.0,1629.5752050989042,0.0,0.0,24.993581672568887,52.638885,runtime
239,17:04:07,41.73967252525959,0,0.0,192.99649209182104,0.0,0.0,24.996088411645022,52.37226,runtime
240,17:04:08,41.73933936789151,0,0.0,134.105891637563,0.0,0.0,24.994945690812816,53.173557,runtime
241,17:04:09,41.73933936789151,0,0.0,445.0837983490739,0.0,0.0,24.99366592705964,51.900156,runtime
242,17:04:10,41.73933936789151,0,0.0,1304.4376685025643,0.0,0.0,24.99610392433872,53.648742,runtime
243,17:04:11,41.73846483271068,0,0.0,129.98023709576884,0.0,0.0,24.993798872345,52.78464,runtime
244,17:04:12,41.73846483271068,0,0.0,134.10021044589843,0.0,0.0,24.996058205272416,52.518015,runtime
245,17:04:13,41.73846483271068,0,0.0,129.98170901329607,0.0,0.0,24.993702856352847,51.780708,runtime
246,17:04:14,41.73846483271068,0,0.0,134.1036300023956,0.0,0.0,24.994922830580624,51.720984,runtime
247,17:04:15,41.73846483271068,0,0.0,256.0166371426968,0.0,0.0,24.996117953174192,51.720984,runtime
248,17:04:16,41.73817332874476,0,0.0,199.10882546821304,0.0,0.0,24.994877110074416,52.191666,runtime
249,17:04:17,41.73817332874476,0,0.0,129.98848026331729,0.0,0.0,24.993695470497112,52.73961,runtime
250,17:04:18,41.73688235267458,0,0.0,134.10187251930583,0.0,0.0,25.39297520065036,52.86099,runtime
251,17:04:19,41.73688235267458,0,0.0,129.9744649409143,0.0,0.0,26.148843362878395,52.532788,runtime
252,17:04:20,41.736549195306495,0,0.0,134.11515696350278,0.0,0.0,24.994953310887126,51.4675,runtime
253,17:04:21,41.736549195306495,0,0.0,351.5161027360457,0.0,0.0,24.99488457453544,51.527,runtime
254,17:04:22,41.73588290385341,0,0.0,134.10808522406262,0.0,0.0,24.99366549634976,52.312062,runtime
255,17:04:23,41.73588290385341,0,0.0,129.96326765462382,0.0,0.0,24.996132723930053,52.37226,runtime
256,17:04:24,41.73488343174916,0,65.0270370227371,205.241585603014,0.0,0.0,24.994823769413408,52.532788,runtime
257,17:04:25,41.69215642420858,0,0.0,129.97729336072047,35290.80450036531,35290.80450036531,25.37954578575676,51.780708,runtime
258,17:04:26,41.690782164617154,0,0.0,199.12197368887576,0.0,0.0,24.9949888718922,52.78464,runtime
259,17:04:27,41.69044900724907,0,0.0,129.95536033372537,72585.97580821897,72585.97580821897,24.994901806980785,52.723968,runtime
260,17:04:28,41.78639739793409,0,2157.2824541196424,8394.399601263478,92087.40702879814,92087.40702879814,34.121308939172614,55.957596,runtime
261,17:04:29,41.78639739793409,0,126.04053601495076,4225.312031563702,0.0,0.0,26.148872450831394,52.78464,runtime
262,17:04:30,41.80996803143294,0,0.0,1109.3769476956195,49934.15360177207,49934.15360177207,24.996200442699223,52.845312,runtime
263,17:04:31,41.8206289740793,0,0.0,760.1918637610139,0.0,0.0,25.379553133499964,51.780708,runtime
264,17:04:32,41.83416337283192,0,0.0,264.1500616180817,258005.5248001349,258005.5248001349,26.185467112841287,53.319312,runtime
265,17:04:33,41.83416337283192,0,0.0,823.1575081368035,0.0,0.0,24.99486487886333,52.845312,runtime
266,17:04:34,41.83932725382953,0,0.0,1044.4144350266529,374006.02834386344,374006.02834386344,26.581031422617908,53.710125,runtime
267,17:04:35,41.83932725382953,0,0.0,256.0185530737292,129064.86072492242,129064.86072492242,24.994953506284144,53.051739,runtime
268,17:04:36,41.8221698239963,0,65.01491533585029,849.2573315745443,251737.75218041232,251737.75218041232,25.788451377066547,51.720984,runtime
269,17:04:37,41.8221698239963,0,0.0,1075.3622109447056,40335.930549720826,40335.930549720826,26.149025162208737,51.3105,runtime
270,17:04:38,41.8221698239963,0,0.0,134.09962464295975,0.0,0.0,24.996157263178965,51.780708,runtime
271,17:04:39,42.05000559847104,0,0.0,129.9827457752161,0.0,0.0,29.224859833219796,53.129216,runtime
272,17:04:40,41.84041000945504,0,0.0,881.8105643343794,0.0,0.0,44.44159985435697,61.621056,runtime
